"Ligands","Receptors","source","Organism"
"AT5G39030","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G46290","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G37640","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G39360","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G30570","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G23200","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G47110","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G56000","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G59790","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G11330","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G52590","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G38990","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G56030","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G61350","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G45640","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G59580","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G51550","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G36170","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G56010","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G52640","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G10210","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G01560","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G23410","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G36450","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G39020","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G43790","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G18170","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G24010","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G02890","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G03240","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G05320","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G01370","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G54380","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G21480","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G04690","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G39110","AT5G28680","orthologs","Arabidopsis thaliana"
"AT2G46070","AT5G28680","orthologs","Arabidopsis thaliana"
"AT5G39000","AT5G28680","orthologs","Arabidopsis thaliana"
"AT4G05050","AT5G28680","orthologs","Arabidopsis thaliana"
"AT3G62250","AT5G28680","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G20690","orthologs","Arabidopsis thaliana"
"AT1G24140","AT5G20690","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G20690","orthologs","Arabidopsis thaliana"
"AT1G24140","AT4G22130","orthologs","Arabidopsis thaliana"
"AT1G70170","AT4G22130","orthologs","Arabidopsis thaliana"
"AT1G59970","AT4G22130","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G78980","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G78980","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G78980","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G13065","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G13065","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G13065","orthologs","Arabidopsis thaliana"
"AT1G24140","AT4G03390","orthologs","Arabidopsis thaliana"
"AT1G70170","AT4G03390","orthologs","Arabidopsis thaliana"
"AT1G59970","AT4G03390","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G16130","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G16130","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G16130","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G16130","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G16130","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G16130","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G16130","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G16130","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G16130","orthologs","Arabidopsis thaliana"
"AT3G15670","AT2G41700","orthologs","Arabidopsis thaliana"
"AT2G36640","AT2G41700","orthologs","Arabidopsis thaliana"
"AT3G53040","AT2G41700","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G60630","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G60630","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G60630","orthologs","Arabidopsis thaliana"
"AT1G08700","AT3G52640/AT3G52650","orthologs","Arabidopsis thaliana"
"AT2G29900","AT3G52640/AT3G52650","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G16110","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G16110","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G16110","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G16110","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G16110","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G16110","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G16110","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G16110","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G16110","orthologs","Arabidopsis thaliana"
"AT3G62760","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G02940","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G02930","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G03190","AT5G66790","orthologs","Arabidopsis thaliana"
"AT4G02520","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G70490","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G02920","AT5G66790","orthologs","Arabidopsis thaliana"
"AT4G24190","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G06860","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G80080","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G02950","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G47110","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G06870","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G52640","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G62250","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G23410","AT5G66790","orthologs","Arabidopsis thaliana"
"AT4G05050","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G56030","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G36170","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G17250","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G03240","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G49860","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G13230","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G56010","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G12145","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G56000","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G26300","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G17240","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G23490","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G47730","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G42800","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G12610","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G74200","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G68090","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G37640","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G30860","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G28890","AT5G66790","orthologs","Arabidopsis thaliana"
"AT4G05320","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G23010","AT5G66790","orthologs","Arabidopsis thaliana"
"AT3G52590","AT5G66790","orthologs","Arabidopsis thaliana"
"AT5G17220","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G02930","AT5G66790","orthologs","Arabidopsis thaliana"
"AT2G30870","AT5G66790","orthologs","Arabidopsis thaliana"
"AT4G02890","AT5G66790","orthologs","Arabidopsis thaliana"
"AT1G24140","AT5G18500","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G18500","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G18500","orthologs","Arabidopsis thaliana"
"AT1G24140","AT3G03770","orthologs","Arabidopsis thaliana"
"AT1G59970","AT3G03770","orthologs","Arabidopsis thaliana"
"AT1G70170","AT3G03770","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G11130","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G11130","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G11130","orthologs","Arabidopsis thaliana"
"AT1G59970","AT4G32300","orthologs","Arabidopsis thaliana"
"AT1G70170","AT4G32300","orthologs","Arabidopsis thaliana"
"AT1G24140","AT4G32300","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G79670","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G79670","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G79670","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G79670","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G79670","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G79670","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G79670","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G79670","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G79670","orthologs","Arabidopsis thaliana"
"AT5G37640","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G56000","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G02940","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G62760","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G74200","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G17220","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G26300","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G52640","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G28890","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G06870","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G17250","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G05320","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G49860","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G70490","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G03190","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G80080","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G56010","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G05050","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G02950","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G30860","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G42800","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G02890","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G47730","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G02930","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G02930","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G47110","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G06860","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G02920","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G68090","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G23490","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G02520","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G03240","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G23010","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G52590","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G36170","AT2G23450","orthologs","Arabidopsis thaliana"
"AT5G56030","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G24190","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G13230","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G17240","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G62250","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G12145","AT2G23450","orthologs","Arabidopsis thaliana"
"AT2G30870","AT2G23450","orthologs","Arabidopsis thaliana"
"AT1G23410","AT2G23450","orthologs","Arabidopsis thaliana"
"AT3G12610","AT2G23450","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G79680","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G79680","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G79680","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G79680","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G79680","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G79680","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G79680","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G79680","orthologs","Arabidopsis thaliana"
"AT5G42740","AT4G25230","orthologs","Arabidopsis thaliana"
"AT1G24140","AT4G30520","orthologs","Arabidopsis thaliana"
"AT1G59970","AT4G30520","orthologs","Arabidopsis thaliana"
"AT1G70170","AT4G30520","orthologs","Arabidopsis thaliana"
"AT5G42740","AT5G51450","orthologs","Arabidopsis thaliana"
"AT1G70170","AT5G63710","orthologs","Arabidopsis thaliana"
"AT1G59970","AT5G63710","orthologs","Arabidopsis thaliana"
"AT1G24140","AT5G63710","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G71830","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G71830","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G71830","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G29720","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G29720","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G29720","orthologs","Arabidopsis thaliana"
"AT3G28890","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G25390","orthologs","Arabidopsis thaliana"
"AT4G24190","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G52590","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G62250","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G68090","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G25390","orthologs","Arabidopsis thaliana"
"AT4G02890","AT1G25390","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G42800","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G25390","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G02950","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G37640","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G26300","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G30860","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G25390","orthologs","Arabidopsis thaliana"
"AT2G47110","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G03190","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G02930","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G23490","AT1G25390","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G06860","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G13230","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G12610","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G02940","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G49860","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G23410","AT1G25390","orthologs","Arabidopsis thaliana"
"AT5G52640","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G74200","AT1G25390","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G25390","orthologs","Arabidopsis thaliana"
"AT1G59970","AT1G53730","orthologs","Arabidopsis thaliana"
"AT1G70170","AT1G53730","orthologs","Arabidopsis thaliana"
"AT1G24140","AT1G53730","orthologs","Arabidopsis thaliana"
"AT2G36170","AT1G69730","orthologs","Arabidopsis thaliana"
"AT4G05320","AT1G69730","orthologs","Arabidopsis thaliana"
"AT1G02920","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G56030","AT1G69730","orthologs","Arabidopsis thaliana"
"AT2G02930","AT1G69730","orthologs","Arabidopsis thaliana"
"AT4G02520","AT1G69730","orthologs","Arabidopsis thaliana"
"AT2G47730","AT1G69730","orthologs","Arabidopsis thaliana"
"AT4G05050","AT1G69730","orthologs","Arabidopsis thaliana"
"AT3G12145","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G17220","AT1G69730","orthologs","Arabidopsis thaliana"
"AT1G17240","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G56010","AT1G69730","orthologs","Arabidopsis thaliana"
"AT2G30870","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G03240","AT1G69730","orthologs","Arabidopsis thaliana"
"AT1G80080","AT1G69730","orthologs","Arabidopsis thaliana"
"AT1G17250","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G06870","AT1G69730","orthologs","Arabidopsis thaliana"
"AT1G70490","AT1G69730","orthologs","Arabidopsis thaliana"
"AT5G56000","AT1G69730","orthologs","Arabidopsis thaliana"
"AT3G62760","AT1G69730","orthologs","Arabidopsis thaliana"
"AT3G23010","AT1G69730","orthologs","Arabidopsis thaliana"
