SampleID,StudyID,Organism,Ecotype,Genotype,Tissue,RadiationQuality,RadiationClass,LET_class,LET_keV_um,LET_imputed,AbsorbedDose_Gy,DoseRate_Gy_min,TimePostExposure_h,AgeAtHarvest_d,Replicate,IsControl,AssayType,RawDataFile,ProcessedDataFile,ControlMatchedID,OriginalSampleName
GSM1506045,OSD-320,Arabidopsis thaliana,,atm-1,,HZE-Fe,ionizing-particulate-high-LET,high,175.0,True,100.0,,6.0,,,False,microarray,,,,GSM1506045
GSM1506046,OSD-320,Arabidopsis thaliana,,atm-1,,HZE-Fe,ionizing-particulate-high-LET,high,175.0,True,100.0,,12.0,,,False,microarray,,,,GSM1506046
GSM1506047,OSD-320,Arabidopsis thaliana,,atm-1,,HZE-Fe,ionizing-particulate-high-LET,high,175.0,True,100.0,,12.0,,,False,microarray,,,,GSM1506047
GSM1506048,OSD-320,Arabidopsis thaliana,,atm-1,,HZE-Fe,ionizing-particulate-high-LET,high,175.0,True,100.0,,24.0,,,False,microarray,,,,GSM1506048
GSM1506049,OSD-320,Arabidopsis thaliana,,atm-1,,HZE-Fe,ionizing-particulate-high-LET,high,175.0,True,100.0,,24.0,,,False,microarray,,,,GSM1506049
GSM1506050,OSD-320,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506050
GSM1506051,OSD-320,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506051
GSM1506052,OSD-320,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506052
GSM1506053,OSD-320,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506053
GSM1506054,OSD-320,Arabidopsis thaliana,,atm-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506054
GSM1506055,OSD-320,Arabidopsis thaliana,,atm-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506055
GSM1506056,OSD-320,Arabidopsis thaliana,,atm-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506056
GSM1506057,OSD-320,Arabidopsis thaliana,,atm-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,microarray,,,,GSM1506057
Athaliana_PhyA_Sample_112_0G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_112_0G
Athaliana_PhyA_Sample_115_0G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_115_0G
Athaliana_PhyA_Sample_132_0-08G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_132_0-08G
Athaliana_PhyA_Sample_134_0-11G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_134_0-11G
Athaliana_PhyA_Sample_152_0-25G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_152_0-25G
Athaliana_PhyA_Sample_155_0-39G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_155_0-39G
Athaliana_PhyA_Sample_212_0-42G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_212_0-42G
Athaliana_PhyA_Sample_172_0-64G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_172_0-64G
Athaliana_PhyA_Sample_215_0-65G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_215_0-65G
Athaliana_PhyA_Sample_232_0-68G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_232_0-68G
Athaliana_PhyA_Sample_174_0-88G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_174_0-88G
Athaliana_PhyA_Sample_234_0-92G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_234_0-92G
Athaliana_PhyA_Sample_117_0G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_117_0G
Athaliana_PhyA_Sample_119_0G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_119_0G
Athaliana_PhyA_Sample_137_0-08G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_137_0-08G
Athaliana_PhyA_Sample_140_0-13G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_140_0-13G
Athaliana_PhyA_Sample_157_0-25G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_157_0-25G
Athaliana_PhyA_Sample_159_0-34G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_159_0-34G
Athaliana_PhyA_Sample_217_0-42G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_217_0-42G
Athaliana_PhyA_Sample_219_0-58G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_219_0-58G
Athaliana_PhyA_Sample_177_0-64G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_177_0-64G
Athaliana_PhyA_Sample_237_0-68G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_237_0-68G
Athaliana_PhyA_Sample_180_1G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_180_1G
Athaliana_PhyA_Sample_240_1-05G,OSD-346,Arabidopsis thaliana,,Phytochrome A mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyA_Sample_240_1-05G
Athaliana_PhyB_Sample_113_0G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_113_0G
Athaliana_PhyB_Sample_133_0-1G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_133_0-1G
Athaliana_PhyB_Sample_153_0-3G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_153_0-3G
Athaliana_PhyB_Sample_213_0-5G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_213_0-5G
Athaliana_PhyB_Sample_173_0-76G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_173_0-76G
Athaliana_PhyB_Sample_233_0-8G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_233_0-8G
Athaliana_PhyB_Sample_118_0G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_118_0G
Athaliana_PhyB_Sample_138_0-1G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_138_0-1G
Athaliana_PhyB_Sample_158_0-3G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_158_0-3G
Athaliana_PhyB_Sample_218_0-5G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_218_0-5G
Athaliana_PhyB_Sample_178_0-76G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_178_0-76G
Athaliana_PhyB_Sample_238_0-8G,OSD-346,Arabidopsis thaliana,,Phytochrome B mutant,,spaceflight-LEO,ionizing-mixed-chronic,mixed,1.0,True,,,,,,False,RNA-seq,,,,Athaliana_PhyB_Sample_238_0-8G
GSM3072467,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3072467
GSM3072468,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3072468
GSM3072469,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072469
GSM3072470,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072470
GSM3072471,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072471
GSM3072472,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072472
GSM3072473,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072473
GSM3072474,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072474
GSM3072475,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,True,RNA-seq,,,,GSM3072475
GSM3072476,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,True,RNA-seq,,,,GSM3072476
GSM3072477,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,True,RNA-seq,,,,GSM3072477
GSM3072478,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,True,RNA-seq,,,,GSM3072478
GSM3072479,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,True,RNA-seq,,,,GSM3072479
GSM3072480,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,True,RNA-seq,,,,GSM3072480
GSM3072481,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072481
GSM3072482,OSD-498,Arabidopsis thaliana,,,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072482
GSM3072483,OSD-502,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,RNA-seq,,,,GSM3072483
GSM3072484,OSD-502,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,,,,False,RNA-seq,,,,GSM3072484
GSM3072485,OSD-502,Arabidopsis thaliana,,myb3r135,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,RNA-seq,,,,GSM3072485
GSM3072486,OSD-502,Arabidopsis thaliana,,myb3r135,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,,,,False,RNA-seq,,,,GSM3072486
GSM3072487,OSD-502,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,RNA-seq,,,,GSM3072487
GSM3072488,OSD-502,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,,,,False,RNA-seq,,,,GSM3072488
GSM3072489,OSD-502,Arabidopsis thaliana,,myb3r135,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.0,,,True,RNA-seq,,,,GSM3072489
GSM3072490,OSD-502,Arabidopsis thaliana,,myb3r135,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,,,,False,RNA-seq,,,,GSM3072490
GSM3082835,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3082835
GSM3082836,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3082836
GSM3082837,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3082837
GSM3082838,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3082838
GSM3082839,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3082839
GSM3082840,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3082840
GSM3082841,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.75,,,False,RNA-seq,,,,GSM3082841
GSM3082842,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.75,,,False,RNA-seq,,,,GSM3082842
GSM3082843,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3082843
GSM3082844,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3082844
GSM3082845,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3082845
GSM3082846,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3082846
GSM3082847,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3082847
GSM3082848,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3082848
GSM3082849,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3082849
GSM3082850,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3082850
GSM3082851,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3082851
GSM3082852,OSD-508,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3082852
GSM3082853,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3082853
GSM3082854,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3082854
GSM3082855,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3082855
GSM3082856,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.16666666666666666,,,False,RNA-seq,,,,GSM3082856
GSM3082857,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3082857
GSM3082858,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3082858
GSM3082859,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.75,,,False,RNA-seq,,,,GSM3082859
GSM3082860,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.75,,,False,RNA-seq,,,,GSM3082860
GSM3082861,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3082861
GSM3082862,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3082862
GSM3082863,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3082863
GSM3082864,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3082864
GSM3082865,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3082865
GSM3082866,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3082866
GSM3082867,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3082867
GSM3082868,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3082868
GSM3082869,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3082869
GSM3082870,OSD-508,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3082870
GSM3072302,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072302
GSM3072303,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072303
GSM3072304,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072304
GSM3072305,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072305
GSM3072306,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3072306
GSM3072307,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3072307
GSM3072308,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3072308
GSM3072309,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3072309
GSM3072310,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3072310
GSM3072311,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3072311
GSM3072312,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072312
GSM3072313,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,False,RNA-seq,,,,GSM3072313
GSM3072314,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072314
GSM3072315,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072315
GSM3072316,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072316
GSM3072317,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072317
GSM3072318,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072318
GSM3072319,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072319
GSM3072320,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072320
GSM3072321,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072321
GSM3072322,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072322
GSM3072323,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072323
GSM3072324,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072324
GSM3072325,OSD-510,Arabidopsis thaliana,,Wild Type,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,24.0,,,True,RNA-seq,,,,GSM3072325
GSM3072326,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072326
GSM3072327,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,0.3333333333333333,,,False,RNA-seq,,,,GSM3072327
GSM3072328,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072328
GSM3072329,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,1.5,,,False,RNA-seq,,,,GSM3072329
GSM3072330,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3072330
GSM3072331,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,3.0,,,False,RNA-seq,,,,GSM3072331
GSM3072332,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3072332
GSM3072333,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,6.0,,,False,RNA-seq,,,,GSM3072333
GSM3072334,OSD-510,Arabidopsis thaliana,,sog1-1,,gamma,ionizing-photon-low-LET,low,0.2,True,100.0,,12.0,,,False,RNA-seq,,,,GSM3072334
