Quality,Time,LR_pair,SignalStrength,n_samples,platform
spaceflight-LEO,static,AT1G24140->AT1G34300,342.71997901418763,53,rnaseq
spaceflight-LEO,static,AT1G59970->AT1G34300,402.72806341641666,53,rnaseq
spaceflight-LEO,static,AT1G70170->AT1G34300,365.74717544698893,53,rnaseq
HZE-Fe,0.5-2h,AT1G01900->AT2G02220,0.18828625678307082,8,microarray
HZE-Fe,0.5-2h,AT1G01900->AT3G02130,0.21893707487750003,8,microarray
HZE-Fe,0.5-2h,AT1G01980->AT5G10770,0.10686895731674484,8,microarray
HZE-Fe,0.5-2h,AT1G02640->AT5G09870,0.35878324578161014,8,microarray
HZE-Fe,0.5-2h,AT1G02640->AT4G13800,0.1655313133094808,8,microarray
HZE-Fe,0.5-2h,AT1G02790->AT4G14815,0.07412874861487964,8,microarray
HZE-Fe,0.5-2h,AT1G02790->AT5G49720,0.18841506313826478,8,microarray
HZE-Fe,0.5-2h,AT1G02810->AT1G11050,0.1643027669914896,8,microarray
HZE-Fe,0.5-2h,AT1G02810->AT3G54920,0.21281541581589583,8,microarray
HZE-Fe,0.5-2h,AT1G02810->AT5G49770,0.10975463602676315,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT2G05940,0.343270856853244,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT3G46290,0.3178043616176064,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT5G28680,0.15485158885787215,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT5G54380,0.351734061685813,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT3G04690,0.16463370788121812,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT3G51550,0.4203197739131687,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT1G30570,0.24932320671582225,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT4G28280,0.17735601936178208,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT5G56170,0.4053346482241448,8,microarray
HZE-Fe,0.5-2h,AT1G02900->AT2G20700,0.21839581648592574,8,microarray
HZE-Fe,0.5-2h,AT1G04110->AT5G07180,0.13878323646300034,8,microarray
HZE-Fe,0.5-2h,AT1G04110->AT1G63700,0.17809863879402535,8,microarray
HZE-Fe,0.5-2h,AT1G04110->AT1G80080,0.1436845173605501,8,microarray
HZE-Fe,0.5-2h,AT1G04110->AT5G62230,0.1422060270074457,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT4G32410,0.5215364225738746,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT3G15380,0.3616891304670965,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT5G15630,0.32041623661906105,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT4G12730,0.5404023228371659,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT5G49720,0.6032898574750083,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT4G23400,0.5991101946118532,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT5G60920,0.5410715477344121,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT2G22125,0.5047842886663672,8,microarray
HZE-Fe,0.5-2h,AT1G05850->AT5G05170,0.5762999201108219,8,microarray
HZE-Fe,0.5-2h,AT1G06225->AT1G75820,0.13484832706488847,8,microarray
HZE-Fe,0.5-2h,AT1G07230->AT3G15730,0.3240491873881979,8,microarray
HZE-Fe,0.5-2h,AT1G07230->AT4G38530,0.18875310602834572,8,microarray
HZE-Fe,0.5-2h,AT1G07230->AT1G55180,0.1651528780523657,8,microarray
HZE-Fe,0.5-2h,AT1G07230->AT5G58670,0.17121723592381738,8,microarray
HZE-Fe,0.5-2h,AT1G07230->AT4G35790,0.29822137288838024,8,microarray
HZE-Fe,0.5-2h,AT1G09390->AT5G64080,0.2399846320470042,8,microarray
HZE-Fe,0.5-2h,AT1G11080->AT3G16490,0.12082132216410943,8,microarray
HZE-Fe,0.5-2h,AT1G11080->AT1G09790,0.11884781428718767,8,microarray
HZE-Fe,0.5-2h,AT1G11545->AT4G12730,0.3914879159742714,8,microarray
HZE-Fe,0.5-2h,AT1G11580->AT3G54920,0.35778853294936774,8,microarray
HZE-Fe,0.5-2h,AT1G11590->AT3G54920,0.1375244136396092,8,microarray
HZE-Fe,0.5-2h,AT1G12040->AT4G40090,0.12443796121654592,8,microarray
HZE-Fe,0.5-2h,AT1G12040->AT1G70460,0.10929452122522705,8,microarray
HZE-Fe,0.5-2h,AT1G12040->AT5G49270,0.1349713009938658,8,microarray
HZE-Fe,0.5-2h,AT1G12040->AT4G34580,0.10768049687540808,8,microarray
HZE-Fe,0.5-2h,AT1G12040->AT2G20520,0.09595488595359508,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT4G40090,0.17938688537489555,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT1G70460,0.1575601922337476,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT5G49270,0.19456824185251034,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT2G26420,0.11614227417366046,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT2G41970,0.16567698207178366,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT3G60280,0.13322061255792686,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT5G44610,0.2426936856060726,8,microarray
HZE-Fe,0.5-2h,AT1G12560->AT4G34580,0.15523379653151115,8,microarray
HZE-Fe,0.5-2h,AT1G13900->AT4G23260,0.18459672959508264,8,microarray
HZE-Fe,0.5-2h,AT1G14700->AT1G65590,0.26655192448770126,8,microarray
HZE-Fe,0.5-2h,AT1G15000->AT1G08230,0.19910698002680094,8,microarray
HZE-Fe,0.5-2h,AT1G15020->AT1G24140,0.14349077726377324,8,microarray
HZE-Fe,0.5-2h,AT1G15020->AT2G45040,0.14916570731075773,8,microarray
HZE-Fe,0.5-2h,AT1G15020->AT1G59970,0.19876483388448252,8,microarray
HZE-Fe,0.5-2h,AT1G15020->AT1G70170,0.21070848639752426,8,microarray
HZE-Fe,0.5-2h,AT1G15020->AT4G16640,0.14223140305442705,8,microarray
HZE-Fe,0.5-2h,AT1G15190->AT1G19770,0.1895310324551549,8,microarray
HZE-Fe,0.5-2h,AT1G15190->AT2G24450,0.08366270570548291,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT5G19240,0.14558359531416076,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT4G12730,0.1729244410075972,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT5G17420,0.11144793257028848,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT2G22125,0.16151322853510403,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT4G18780,0.10894992756169528,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT5G19250,0.16626077190083188,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT5G05170,0.1844274681930725,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT2G25540,0.07511647365384336,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT3G06035,0.14038775732368208,8,microarray
HZE-Fe,0.5-2h,AT1G19940->AT4G32410,0.16688006049115534,8,microarray
HZE-Fe,0.5-2h,AT1G20160->AT1G70410,0.34021316951572417,8,microarray
HZE-Fe,0.5-2h,AT1G20190->AT4G25100,0.43445779214812674,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT2G39660,0.2883687313129075,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT1G51940,0.24708548197238198,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT5G20480,0.1535016136283079,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT3G21630,0.2729132308187452,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT1G73080,0.2572197791551017,8,microarray
HZE-Fe,0.5-2h,AT1G21880->AT2G33580,0.20152981294905342,8,microarray
HZE-Fe,0.5-2h,AT1G22690->AT3G01500,0.6383005608491243,8,microarray
HZE-Fe,0.5-2h,AT1G26420->AT2G19190,0.09232364654121264,8,microarray
HZE-Fe,0.5-2h,AT1G26420->AT1G51890,0.12175926126529285,8,microarray
HZE-Fe,0.5-2h,AT1G26420->AT1G65690,0.11887553098211773,8,microarray
HZE-Fe,0.5-2h,AT1G26420->AT1G74360,0.09750193083948003,8,microarray
HZE-Fe,0.5-2h,AT1G26600->AT1G75820,0.1819869031010657,8,microarray
HZE-Fe,0.5-2h,AT1G26600->AT5G61480,0.1448643212803673,8,microarray
HZE-Fe,0.5-2h,AT1G28270->AT3G04690,0.0697493886300513,8,microarray
HZE-Fe,0.5-2h,AT1G28270->AT1G30570,0.10564769281978126,8,microarray
HZE-Fe,0.5-2h,AT1G28270->AT2G20700,0.0925366965362451,8,microarray
HZE-Fe,0.5-2h,AT1G28290->AT2G14890,0.5141839792371888,8,microarray
HZE-Fe,0.5-2h,AT1G28290->AT2G04780,0.4582791396068651,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT3G07160,0.2841062866676681,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT4G19640,0.3401835927722537,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT2G32670,0.1475554932216297,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT5G58060,0.3235570645025566,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT3G11820,0.26009066961841076,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT1G04750,0.31636422013821963,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT5G58180,0.13484039808563783,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT4G15780,0.26661871063445597,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT5G08080,0.2903831827026987,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT5G45750,0.26253538587132597,8,microarray
HZE-Fe,0.5-2h,AT1G28490->AT1G04760,0.14785541862103674,8,microarray
HZE-Fe,0.5-2h,AT1G29660->AT1G18280,0.242004690169133,8,microarray
HZE-Fe,0.5-2h,AT1G29670->AT5G10770,0.2971426737820804,8,microarray
HZE-Fe,0.5-2h,AT1G29670->AT1G18280,0.23038334647030462,8,microarray
HZE-Fe,0.5-2h,AT1G30700->AT5G22300,0.24638103744258322,8,microarray
HZE-Fe,0.5-2h,AT1G30700->AT5G57090,0.3092746727668776,8,microarray
HZE-Fe,0.5-2h,AT1G30700->AT4G15610,0.4345317727593767,8,microarray
HZE-Fe,0.5-2h,AT1G30710->AT5G10770,0.09912833263524914,8,microarray
HZE-Fe,0.5-2h,AT1G30760->AT5G64440,0.16748233044057304,8,microarray
HZE-Fe,0.5-2h,AT1G30870->AT4G19680,0.17192808367855805,8,microarray
HZE-Fe,0.5-2h,AT1G30870->AT4G40090,0.20290090482903542,8,microarray
HZE-Fe,0.5-2h,AT1G30870->AT5G49270,0.22007066191859315,8,microarray
HZE-Fe,0.5-2h,AT1G31670->AT1G24140,0.09836402264056852,8,microarray
HZE-Fe,0.5-2h,AT1G31670->AT2G45040,0.10225487497034486,8,microarray
HZE-Fe,0.5-2h,AT1G31670->AT1G59970,0.13626326332869682,8,microarray
HZE-Fe,0.5-2h,AT1G31670->AT1G70170,0.1444531794281617,8,microarray
HZE-Fe,0.5-2h,AT1G31670->AT4G16640,0.09750056686081338,8,microarray
HZE-Fe,0.5-2h,AT1G32860->AT4G26690,0.2701932122896833,8,microarray
HZE-Fe,0.5-2h,AT1G32860->AT5G55480,0.23750292682219296,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT5G60880,0.11370891321138338,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT1G63700,0.15477326597644142,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT2G26330,0.1828598952774449,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT1G80080,0.12486431390671535,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT5G62230,0.12357939197554897,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT2G02220,0.14389437633531763,8,microarray
HZE-Fe,0.5-2h,AT1G34245->AT5G07180,0.12060473755901877,8,microarray
HZE-Fe,0.5-2h,AT1G34510->AT4G40090,0.14283792084790564,8,microarray
HZE-Fe,0.5-2h,AT1G34510->AT2G20520,0.11014485852577494,8,microarray
HZE-Fe,0.5-2h,AT1G35140->AT2G27080,0.23211897143094962,8,microarray
HZE-Fe,0.5-2h,AT1G35140->AT2G35980,0.20658121655457534,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT3G09840,0.4304915794712176,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G24140,0.1757388201138998,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G54280,0.1538987488969251,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT4G16640,0.17419659955655353,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT2G45040,0.18268831064139118,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G65590,0.2591034743807946,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT4G04340,0.3606198479878759,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G70170,0.25804912479180675,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT3G13900,0.1756924306088286,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT3G25610,0.2284229919718999,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G59970,0.24342438117461043,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G32090,0.2635340633760831,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G55350,0.2891758217178698,8,microarray
HZE-Fe,0.5-2h,AT1G47710->AT1G64060,0.2652955792928444,8,microarray
HZE-Fe,0.5-2h,AT1G48930->AT4G40090,0.1657882138048252,8,microarray
HZE-Fe,0.5-2h,AT1G48930->AT5G49270,0.17981947655047725,8,microarray
HZE-Fe,0.5-2h,AT1G53830->AT3G54920,0.24564019289360567,8,microarray
HZE-Fe,0.5-2h,AT1G53940->AT3G54950,0.129286439199091,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT4G19680,0.13307775836924995,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT4G40090,0.15705561188485137,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT1G70460,0.13794471308800818,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT5G49270,0.17034825903816972,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT2G20520,0.12110977019250861,8,microarray
HZE-Fe,0.5-2h,AT1G54970->AT4G29180,0.14640133276511416,8,microarray
HZE-Fe,0.5-2h,AT1G56670->AT5G64080,0.14769269955678532,8,microarray
HZE-Fe,0.5-2h,AT1G58250->AT2G26420,0.1138434088681856,8,microarray
HZE-Fe,0.5-2h,AT1G60390->AT4G27290,0.10969741329436863,8,microarray
HZE-Fe,0.5-2h,AT1G62340->AT3G59420,0.10759762608362551,8,microarray
HZE-Fe,0.5-2h,AT1G62340->AT4G20140,0.11867166212415356,8,microarray
HZE-Fe,0.5-2h,AT1G62340->AT2G20300,0.12672994537696902,8,microarray
HZE-Fe,0.5-2h,AT1G62340->AT5G44700,0.07550690372436436,8,microarray
HZE-Fe,0.5-2h,AT1G62440->AT4G34580,0.1147134900406847,8,microarray
HZE-Fe,0.5-2h,AT1G62440->AT1G70460,0.1164328873139957,8,microarray
HZE-Fe,0.5-2h,AT1G62980->AT4G40090,0.17149141687373154,8,microarray
HZE-Fe,0.5-2h,AT1G62980->AT1G70460,0.1506248811289206,8,microarray
HZE-Fe,0.5-2h,AT1G62980->AT5G49270,0.18600503567377039,8,microarray
HZE-Fe,0.5-2h,AT1G62980->AT4G34580,0.14840083114531802,8,microarray
HZE-Fe,0.5-2h,AT1G63580->AT2G33330,0.16140505114149728,8,microarray
HZE-Fe,0.5-2h,AT1G63580->AT5G43980,0.11268178230007951,8,microarray
HZE-Fe,0.5-2h,AT1G64390->AT5G65600,0.19379589607708497,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT4G19640,0.43554597282723817,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT1G54280,0.16759677728572142,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT4G04340,0.3926917433867375,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT3G13900,0.19132892101904087,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT3G25610,0.24874831099360056,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT1G32090,0.286980389481672,8,microarray
HZE-Fe,0.5-2h,AT1G68560->AT1G64060,0.2888984879822013,8,microarray
HZE-Fe,0.5-2h,AT1G68765->AT1G71830,0.09309659638114204,8,microarray
HZE-Fe,0.5-2h,AT1G68765->AT4G28490,0.09491628441112102,8,microarray
HZE-Fe,0.5-2h,AT1G68765->AT2G31880,0.1725547982981222,8,microarray
HZE-Fe,0.5-2h,AT1G68765->AT5G65710,0.12463133410631379,8,microarray
HZE-Fe,0.5-2h,AT1G68765->AT4G35600,0.14495793166575793,8,microarray
HZE-Fe,0.5-2h,AT1G68795->AT1G27380,0.09344051597174556,8,microarray
HZE-Fe,0.5-2h,AT1G68795->AT1G75820,0.19624162184248473,8,microarray
HZE-Fe,0.5-2h,AT1G68850->AT2G48130,0.2549475465696352,8,microarray
HZE-Fe,0.5-2h,AT1G68850->AT3G22600,0.3093113929921221,8,microarray
HZE-Fe,0.5-2h,AT1G68850->AT4G14815,0.1339231783820175,8,microarray
HZE-Fe,0.5-2h,AT1G68850->AT1G03700,0.16343139230561549,8,microarray
HZE-Fe,0.5-2h,AT1G69320->AT5G13290,0.15683297716442224,8,microarray
HZE-Fe,0.5-2h,AT1G69320->AT1G65380,0.14222763288253998,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT1G75820,0.17116447194978895,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT4G20270,0.15235705451583786,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT5G52870,0.09095606255367104,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT1G65380,0.11725557998317804,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT3G09070,0.09235922580443115,8,microarray
HZE-Fe,0.5-2h,AT1G69970->AT5G13290,0.12929773437799347,8,microarray
HZE-Fe,0.5-2h,AT1G71120->AT3G50950,0.16552678523664624,8,microarray
HZE-Fe,0.5-2h,AT1G71695->AT1G49730,0.3003945376618901,8,microarray
HZE-Fe,0.5-2h,AT1G72290->AT5G59810,0.06952199569178921,8,microarray
HZE-Fe,0.5-2h,AT1G72610->AT3G01500,0.7867140908618784,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G24140,0.11603970005309427,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT3G09840,0.2843395519505937,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT2G45040,0.12062942711844751,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G65590,0.1711023489556914,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G05590,0.13619496169668452,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G59970,0.16074539441816826,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G70170,0.17040587653638506,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT1G55350,0.19096795508894354,8,microarray
HZE-Fe,0.5-2h,AT1G72990->AT4G16640,0.11502115136558413,8,microarray
HZE-Fe,0.5-2h,AT1G73370->AT1G06490,0.1352333605152546,8,microarray
HZE-Fe,0.5-2h,AT1G74210->AT1G32050,0.35737769512170225,8,microarray
HZE-Fe,0.5-2h,AT1G74670->AT4G37220,0.32715000328367216,8,microarray
HZE-Fe,0.5-2h,AT1G74820->AT1G51340,0.1014357669896665,8,microarray
HZE-Fe,0.5-2h,AT1G74820->AT2G39060,0.07403285554795451,8,microarray
HZE-Fe,0.5-2h,AT1G75040->AT1G21250,0.0858545323571574,8,microarray
HZE-Fe,0.5-2h,AT1G75040->AT2G32680,0.0867002461803422,8,microarray
HZE-Fe,0.5-2h,AT1G75450->AT1G73590,0.13191840594833215,8,microarray
HZE-Fe,0.5-2h,AT1G75680->AT1G55260,0.4004163761285157,8,microarray
HZE-Fe,0.5-2h,AT1G75680->AT5G65270,0.3524685315316843,8,microarray
HZE-Fe,0.5-2h,AT1G75880->AT5G13750,0.16426874420325122,8,microarray
HZE-Fe,0.5-2h,AT1G75880->AT3G20410,0.15736849614013837,8,microarray
HZE-Fe,0.5-2h,AT1G76850->AT3G53610,0.3260404622183466,8,microarray
HZE-Fe,0.5-2h,AT1G76850->AT3G09900,0.313845845448893,8,microarray
HZE-Fe,0.5-2h,AT1G76850->AT5G03520,0.37072941910121354,8,microarray
HZE-Fe,0.5-2h,AT1G76850->AT3G46060,0.3427418009599288,8,microarray
HZE-Fe,0.5-2h,AT1G78580->AT4G24040,0.18851905156571785,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT3G09840,0.41167127113461294,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT2G45040,0.1746948461963158,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT1G65590,0.24776941346297549,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT1G70170,0.246761144309794,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT1G14040,0.22116605264902728,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT1G24140,0.1680492501285143,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT1G59970,0.23277561220248094,8,microarray
HZE-Fe,0.5-2h,AT1G78660->AT4G16640,0.166574468764911,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT3G09840,0.45385686800508546,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT2G45040,0.1926130292339677,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT1G65590,0.2731755031223308,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT1G70170,0.272063946814973,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT1G14040,0.24384660630375107,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT1G24140,0.18528624575731314,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT1G59970,0.25664564706396376,8,microarray
HZE-Fe,0.5-2h,AT1G78670->AT4G16640,0.18366029775173554,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT3G09840,0.460982845481904,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT2G45040,0.19564007769392822,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT1G65590,0.27746739983369184,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT1G70170,0.2763383969472617,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT1G14040,0.24767811814756147,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT1G24140,0.18819822471109005,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT1G59970,0.2606780819211935,8,microarray
HZE-Fe,0.5-2h,AT1G78680->AT4G16640,0.1865467409264167,8,microarray
HZE-Fe,0.5-2h,AT1G80170->AT4G26320,0.20890920323973872,8,microarray
HZE-Fe,0.5-2h,AT1G80170->AT3G13520,0.33285230876446564,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT1G24140,0.1820555662947546,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT2G45040,0.1892546842719054,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT1G59970,0.25217185428096045,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT3G08710,0.3249627102460713,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT1G70170,0.26732164292753335,8,microarray
HZE-Fe,0.5-2h,AT2G01270->AT4G16640,0.18045794932974102,8,microarray
HZE-Fe,0.5-2h,AT2G02100->AT3G11660,0.4307327655666199,8,microarray
HZE-Fe,0.5-2h,AT2G02130->AT3G24620,0.20156233202097906,8,microarray
HZE-Fe,0.5-2h,AT2G04025->AT4G26540,0.10130596333354416,8,microarray
HZE-Fe,0.5-2h,AT2G04160->AT4G15630,0.26819407192563793,8,microarray
HZE-Fe,0.5-2h,AT2G04160->AT4G15620,0.17847233664012319,8,microarray
HZE-Fe,0.5-2h,AT2G05520->AT1G21250,0.22634875388302278,8,microarray
HZE-Fe,0.5-2h,AT2G05520->AT5G19280,0.4018544317723573,8,microarray
HZE-Fe,0.5-2h,AT2G05920->AT1G70410,0.5345752845752639,8,microarray
HZE-Fe,0.5-2h,AT2G06850->AT5G44130,0.5503173008806956,8,microarray
HZE-Fe,0.5-2h,AT2G06850->AT4G12730,0.5621104393412625,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT3G17980,0.14910957996599175,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT3G15730,0.32301069347039696,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT1G55180,0.1646233265917195,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT5G58670,0.1706682506851421,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT3G53420,0.41846155872235324,8,microarray
HZE-Fe,0.5-2h,AT2G06925->AT4G35790,0.29726556913005897,8,microarray
HZE-Fe,0.5-2h,AT2G13820->AT4G37450,0.27636217467497826,8,microarray
HZE-Fe,0.5-2h,AT2G13820->AT3G01700,0.15483629974979146,8,microarray
HZE-Fe,0.5-2h,AT2G14610->AT5G15410,0.1969530891921486,8,microarray
HZE-Fe,0.5-2h,AT2G14610->AT2G19190,0.09723721406738,8,microarray
HZE-Fe,0.5-2h,AT2G15230->AT2G31680,0.2641792159079951,8,microarray
HZE-Fe,0.5-2h,AT2G15230->AT4G35020,0.3166028469615555,8,microarray
HZE-Fe,0.5-2h,AT2G15230->AT1G05810,0.2806998388762424,8,microarray
HZE-Fe,0.5-2h,AT2G17230->AT1G47670,0.2980362818336647,8,microarray
HZE-Fe,0.5-2h,AT2G18660->AT4G11890,0.07698236125881307,8,microarray
HZE-Fe,0.5-2h,AT2G18660->AT1G35230,0.087006377410838,8,microarray
HZE-Fe,0.5-2h,AT2G18660->AT4G23150,0.07026399893083729,8,microarray
HZE-Fe,0.5-2h,AT2G18660->AT2G32680,0.07564580567286829,8,microarray
HZE-Fe,0.5-2h,AT2G19010->AT2G19130,0.12940878280588702,8,microarray
HZE-Fe,0.5-2h,AT2G19045->AT2G19130,0.12978589408467345,8,microarray
HZE-Fe,0.5-2h,AT2G19050->AT2G36590,0.1094731931594155,8,microarray
HZE-Fe,0.5-2h,AT2G19050->AT2G19130,0.14100694047084528,8,microarray
HZE-Fe,0.5-2h,AT2G19060->AT2G19130,0.16185911914829715,8,microarray
HZE-Fe,0.5-2h,AT2G19150->AT2G19130,0.13216153932051813,8,microarray
HZE-Fe,0.5-2h,AT2G19500->AT1G27320,0.19069005463486466,8,microarray
HZE-Fe,0.5-2h,AT2G20750->AT1G16150,0.15614142127914996,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT5G07180,0.1415614037603921,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT4G17870,0.24910315682581669,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT5G60880,0.133467913739165,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT1G63700,0.18166329883858992,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT2G26330,0.21462590102844778,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT1G80080,0.14656074546509912,8,microarray
HZE-Fe,0.5-2h,AT2G20875->AT5G62230,0.14505267547041195,8,microarray
HZE-Fe,0.5-2h,AT2G21100->AT2G35980,0.14635574862246176,8,microarray
HZE-Fe,0.5-2h,AT2G21110->AT2G21120,0.14983230876956272,8,microarray
HZE-Fe,0.5-2h,AT2G22420->AT5G51110,0.2852220522019624,8,microarray
HZE-Fe,0.5-2h,AT2G22860->AT5G53890,0.133479431425322,8,microarray
HZE-Fe,0.5-2h,AT2G22860->AT2G02220,0.14839679045584914,8,microarray
HZE-Fe,0.5-2h,AT2G23540->AT4G20390,0.3544546074636986,8,microarray
