SampleID,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
GSM3082853,0.26258242,-1.048086,-0.7428771,-0.98015153,-0.6596707,1.4237313,-1.02095,0.35450196,0.74287426,0.2365849,0.24237068,-1.1666096,-0.83331347,-0.37987804,0.036943734,1.8745778
GSM3082854,1.4399397,0.22990066,-1.6771564,-1.6863576,0.62883735,-0.22922271,-0.0035481565,-0.34522402,-0.5856477,0.9524306,-0.10767411,-1.1640508,1.1686705,-0.13231896,0.25099367,1.4125178
GSM3082855,-1.0265646,0.5983805,1.3123468,-0.0032407492,-1.6196601,-1.3118143,0.7333356,0.42900428,2.6089075,-0.757349,0.17431232,0.061215848,-0.9185773,2.307937,1.6310124,1.0480989
GSM3082856,-0.9286469,0.79126686,-0.2967521,0.72946686,-2.550335,-1.713697,-0.10105133,1.4786817,0.57354426,0.6096064,0.72752625,0.40699133,-1.1336379,1.7581758,1.4257882,0.21977328
GSM3082857,-1.8532903,-0.25194448,1.5485792,1.0633984,-1.2842175,-1.1945078,1.1534715,0.48245424,-0.35595414,0.39642403,0.4350332,1.3173579,-1.2194381,1.9315889,0.19794881,0.762761
GSM3082858,-0.23144841,0.045774464,1.398453,-0.25473934,-0.8897675,-0.6885454,0.23361295,0.5371425,0.06701809,-0.6338366,0.9046477,-0.7893635,1.1617546,2.7516847,0.36349177,0.260386
GSM3082859,0.68049526,1.237677,0.9934802,0.2638824,0.3088243,1.8196614,-0.36987486,0.3109897,0.013089087,0.17527056,1.148335,0.29169565,-0.1909456,0.3986463,0.05027683,-0.40850723
GSM3082860,1.1978816,-0.23632753,-0.6858858,1.151509,-0.10572681,0.58234936,0.8110224,-0.62832093,1.150344,-0.2701285,0.6913986,0.5205241,0.59565324,0.48304233,-1.10899,-1.2126434
GSM3082861,1.0049862,-1.3131382,-0.25527087,0.09009604,-1.256784,1.5896173,0.3970291,-1.2888615,0.22439717,1.1972127,1.2628459,1.8798026,0.46464175,1.5419724,0.014181368,-0.8270513
GSM3082862,1.5977216,0.6765908,-0.40445325,-1.1209817,0.15015778,0.030545555,0.6550898,-0.69278973,-0.6933879,0.5400134,0.64617676,-0.42110354,0.3801281,0.43860638,0.22510457,0.30849013
GSM3082863,0.55187047,1.160284,-1.3133997,-1.0380371,-0.1166383,-0.13752145,-0.7608189,1.230099,1.1663122,-0.911005,0.27614966,-0.4573009,0.8688587,-2.0128872,0.07967484,-0.16262197
GSM3082864,-0.008928448,-0.82091737,-1.6825783,-0.9710423,-1.5605047,-0.47183436,1.21617,0.117034264,0.732067,0.3537083,0.29752642,-0.20808735,1.4304268,-1.2797766,-0.9630357,-1.05232
GSM3082865,-0.99529165,0.730901,0.4881213,-0.79223466,-1.5604873,0.06199491,-0.9281101,0.19665596,-1.3755683,-0.604356,-0.8867409,2.008705,1.5657555,1.4424403,-1.8360344,1.0021533
GSM3082866,-1.1044831,0.60878855,0.83790714,1.1964405,-1.9155173,-0.65773475,1.3706906,0.109675705,-0.40787077,-0.113123655,-0.11436073,0.40936628,2.594105,1.2587545,0.77352846,0.33774602
GSM3082867,-1.2799624,-0.056150496,-0.46078926,-0.09545852,-0.5086695,-1.3592939,-1.1645651,0.1673695,-0.678151,-1.0626011,-0.6621806,-0.096563205,2.3382802,1.1133238,-0.42849195,0.7762261
GSM3082868,-1.4727659,-1.2884432,1.4310292,-0.8611647,-1.9392335,0.7464263,-0.0039140135,-0.86505765,-0.08188376,-0.2142182,-0.30297077,-0.203289,1.3855739,0.96282035,-0.74328077,1.597995
GSM3082869,-1.1274993,-1.1714427,-0.16428134,-0.5604275,-1.4811069,-0.083590925,0.23624009,-0.8254319,-0.6847217,-0.3093149,-0.29321238,1.8688835,1.5193752,2.134472,0.6438609,0.89916694
GSM3082870,-0.74202234,-1.3398216,0.18600403,-0.813289,-2.3732033,-2.2647836,0.9682254,-1.2717794,0.727578,0.49052328,0.39865398,-0.086566806,1.449456,0.11888027,0.5497048,1.2437879
GSM3072302,-0.06372711,-0.23897545,-0.467395,0.19392532,-0.50403965,0.9419502,-0.7810148,-0.4262084,-0.0844938,-0.8858465,-0.85735,-0.68325526,-2.1593952,0.67148423,0.91155404,0.18110417
GSM3072303,1.3640695,0.06445829,0.58820134,0.14439586,-0.5224214,-0.86179936,0.15035966,1.002223,-0.93915135,-0.52407426,-0.13274843,-0.96077234,-2.0403514,2.095839,-0.6222683,0.12788078
GSM3072304,1.8970671,-1.6765077,1.01614,-1.3225805,1.0985554,-0.0735201,1.4849374,1.2222245,-0.32601836,0.2596787,1.2422029,-0.38621765,-1.4710819,-0.10305187,0.69123423,-1.2577655
GSM3072305,0.8218315,0.510355,0.31761906,1.7474592,-0.54857326,-1.1348152,-0.013419479,0.50383747,-0.83052,1.6451281,-1.2229841,0.25584716,-0.5868865,-0.8379934,0.8629382,1.0005951
GSM3072306,1.3836672,-0.541015,0.7676105,0.80385125,0.3966347,1.4384689,-0.21291015,1.4310917,1.3932651,1.6585089,1.2762196,-2.4571376,0.24074548,0.23434737,0.32695296,0.040411986
GSM3072307,1.5760543,0.70688826,0.8435701,2.3478253,0.5701022,-0.42059338,-1.7354785,-0.96430707,-0.5247803,0.08396745,0.32086885,-0.063720755,-1.0441291,0.46765655,-0.057711557,-1.6758282
GSM3072308,1.1841016,0.6610837,0.34496486,0.34394002,-0.7876558,-0.4649151,-1.0755123,0.47857326,1.933104,-0.13596068,0.71005774,0.20379232,-0.5052564,-0.15034014,-0.4001148,0.74891907
GSM3072309,2.1638262,-0.074325666,-1.1733139,-0.1949521,-0.76380175,0.05050785,-2.885325,-1.1888939,0.43865836,0.5660988,1.43749,-0.12485981,-0.08915821,-0.26882264,-0.6296749,-2.2425137
GSM3072310,-1.6764672,-0.24773577,-0.17524695,-0.7815636,-1.2648051,1.8624389,-0.7485559,-1.2119335,-0.65292656,-1.0469463,-0.639366,-0.7343534,-1.0771282,-1.933101,-0.8016189,-0.8347926
GSM3072311,0.5199169,-1.4337218,-0.3860874,0.0653981,-0.91598284,-0.07790525,0.52618885,-0.26045653,0.50425416,0.086741745,-0.9249326,1.9701153,-1.2719339,-0.56822497,-3.4617198,0.5966821
GSM3072312,-0.4611907,2.7254295,-1.0161698,-0.77019966,-0.89602435,0.39908323,-0.38106328,-1.5513599,-0.11055823,-0.16130826,-0.9549738,-1.4924705,-1.0409371,-1.7086525,-0.7869189,2.857531
GSM3072313,0.58782697,-0.016423017,0.13815981,0.85036516,0.0045615435,-0.30219465,-1.2334512,-1.0423013,-0.10840401,-0.572924,1.5549647,-0.2277521,0.99684906,-1.0247536,-1.1535128,0.13745897
GSM3072314,1.4281163,-1.2284755,-1.3126926,0.5807083,-0.20938122,-1.2027516,0.39518458,-0.31118867,0.76038355,-0.30805835,0.8182751,-0.33497268,1.2436726,0.2357274,-2.0302484,-0.17263114
GSM3072315,0.64460874,0.60430694,0.35979974,0.4816085,1.1183707,-1.4042878,0.008361526,1.5314724,-0.6648035,0.33045542,0.6208981,0.52682173,-0.13019297,-0.6606401,-0.6564793,0.8637264
GSM3072316,0.57446176,0.76206374,-1.3469524,0.10239582,-0.028891757,-0.30623826,-0.020196378,-1.0547692,-0.487294,-1.9578396,-1.4143442,0.14415126,-0.3080456,-0.04620415,0.12304342,0.69592047
GSM3072317,-0.19804452,0.2706106,-1.1779653,1.2880111,0.6353883,1.0090201,-2.1330686,-0.5407392,-0.8906865,-0.46419352,-1.3303547,1.7512414,-0.2469418,-1.4472656,-1.6128641,0.84804875
GSM3072318,0.3485797,-0.13972381,-0.19311851,-1.2249178,-0.6981088,-0.99619406,-0.03295192,-1.0562787,-0.26198316,-0.47435233,-1.5231826,-1.0089984,-1.2544816,0.20954299,0.23397923,-0.6086564
GSM3072319,-0.4736493,-1.8463733,-1.7019877,0.30762398,-1.5882676,-0.3724524,0.34542045,1.0923879,0.539899,-0.7808551,-0.86991864,0.36321825,0.47816932,-0.47140342,0.87309605,0.14199534
GSM3072320,-0.3239743,-0.15754205,-1.7937294,-0.8115726,0.5606718,-1.3275903,0.5648368,1.451449,2.497174,0.4499709,1.221532,-1.2035857,1.0125657,0.17244303,-1.1130815,0.5235721
GSM3072321,-0.3897248,-1.3287537,-0.29724658,-1.8511925,-0.5618355,0.37084693,2.848499,0.25256884,0.30315322,-0.37771285,0.015400406,-0.14280242,1.0786215,-0.8108659,0.6534526,1.8922886
GSM3072322,0.27008426,-0.3955755,-1.1414434,-1.1570793,0.29294407,0.11068429,-1.0035193,0.15605764,1.3804992,1.4154773,1.0146743,-1.0944959,2.3800921,0.7378235,0.23914476,-0.39664614
GSM3072323,-0.3390801,-0.25960535,-0.5487493,-0.096272185,-1.1745251,0.021142356,-0.6221396,0.7066616,0.6866508,-0.042646065,-1.3615671,1.0092127,0.7996017,-1.224973,-0.9655892,-0.5592034
GSM3072324,0.18596774,-0.27898204,-1.0576382,-0.58971465,-1.119309,0.4752005,-1.3529971,-0.5119345,1.3809758,1.2484457,-0.2090161,-0.78234047,0.20677076,-0.91849625,-0.4991174,0.49758917
GSM3072325,-0.4139233,1.057016,-0.32479617,-0.5310837,-1.2892964,-0.350271,-0.17304032,-1.1150905,-0.38735014,-0.039102912,-0.86432576,1.0664743,-0.57658434,-0.517486,-0.56644416,1.5473511
GSM3072326,1.3096623,0.94873774,-0.064454705,1.155833,-0.13371405,-0.40254688,-1.9728712,-1.4277968,-0.7366861,-0.66013134,-0.17113839,0.569882,-1.853307,-0.78784406,0.39000165,-0.4507983
GSM3072327,1.8902893,0.8719347,-0.98602736,0.05338034,0.6396439,-0.42371333,-0.58332807,-1.0917827,1.7816875,0.6594373,0.15328339,0.54469323,-0.7020223,1.0115048,-0.82973415,-0.98854995
GSM3072328,1.2683175,0.9557553,-1.5491295,-0.6946868,-0.58484614,-0.48946232,-0.05365044,-0.7783782,-0.18302272,-0.83162236,0.4548253,0.16851199,1.5075781,-0.7684637,-0.5339292,0.47499788
GSM3072329,2.7589617,1.3473896,1.7944221,-0.70257175,-1.7168894,-0.23062769,1.746217,0.34770077,-0.036236405,-0.9419388,0.09632088,1.2496973,-0.10329829,0.3353097,-1.2644594,-1.7387782
GSM3072330,0.73301125,-0.062186576,-0.0027775913,-0.251154,-0.40711206,1.2233765,0.16336194,1.0732532,0.8203341,-0.44384935,0.37094235,1.8130887,1.4234558,0.15241753,-0.5276754,-0.76451635
GSM3072331,0.4675319,0.48186108,-0.6683094,-1.491562,-2.0122712,0.8481331,-0.42074192,0.43814975,2.0348992,-0.6237482,-1.2379885,-0.1904171,-0.11115892,-0.77140427,0.03402576,0.85027754
GSM3072332,0.21040875,-0.9659075,-0.39258802,-0.36870062,-0.38721198,0.5072671,-0.34189048,-0.38405746,-0.031832688,0.9464155,0.3092159,1.833365,0.89255106,-0.9592775,-0.24803124,0.9359735
GSM3072333,-0.35577795,0.61303854,0.09633845,-1.7391801,-1.9123824,-0.55956316,-0.35468346,0.40795448,0.15674712,-0.4274575,-1.5753893,0.7092365,-0.79452884,-0.5077515,0.7833501,-0.21871716
GSM3072334,-0.80150175,0.06480205,0.93590915,1.6069463,-0.25553095,0.83617115,-1.9112236,0.3254877,0.34855807,0.030887276,0.021824807,0.42354268,-0.42067617,-1.1453664,-0.41054693,0.67332435
GSM3072335,0.34853545,0.54110134,-1.6568539,-1.6326749,-0.010426164,0.013481942,-1.6754189,-0.9749816,0.24810216,-1.0377748,-0.16934912,1.6672782,-0.6619799,0.77423996,-1.2175801,1.5125008
GSM3072336,1.0050457,2.0149088,-1.124455,1.9226553,-0.7524236,-0.56509113,-0.37309673,0.050758943,-1.2337772,1.1702628,2.9021504,-1.7955745,1.1090862,-0.048205584,-0.39720708,3.2506814
GSM3072337,2.2457504,-1.2629966,-0.9601749,0.46263918,-1.818795,-0.35619947,-0.23956677,-0.27025726,-0.096106425,-0.019291773,0.79438114,1.1386744,1.5215569,-1.2676816,-1.3444722,-0.2958698
GSM3072338,0.33623457,-1.3942404,-1.8888006,-0.074181184,0.63878787,-0.48340967,-0.35453692,1.0761065,-0.9182397,1.5185553,-0.45465392,-0.025307387,1.2240819,-1.0542545,0.6947584,0.23422354
GSM3072339,1.6270893,0.8443167,-1.1377664,1.7667515,0.46192834,-0.13795796,-0.1462056,-2.8222144,-0.55302644,-0.3087999,-0.035425797,-1.4696972,1.0435858,-0.24540274,-1.1411936,0.11244054
GSM3072340,0.30211335,-3.8229644,-2.2386732,1.498862,-0.09604889,-1.7520863,-0.7624527,-1.506648,-0.42607576,0.074054234,0.745574,0.42546365,0.61713207,-0.52220684,-0.15766346,-0.86751366
GSM3072341,0.6611764,0.06960571,-1.0062001,-2.8673043,-0.9878237,-2.4181495,-0.7279794,-0.73725,0.57480675,-0.20870186,-1.1034039,-0.5104528,0.5106628,-1.7586119,-0.25490427,1.2644682
GSM3072342,-1.2237558,-0.283578,-0.7068369,-0.5337508,-0.76020837,-0.2327797,-1.2996354,-0.6137571,0.7370355,0.43603486,1.3331547,0.48199165,-1.485003,-1.7410474,1.584788,1.3506747
GSM3072343,-0.68549216,-0.32493323,-1.5209088,1.6040356,-0.8169193,-0.41911727,0.10705422,-0.8693746,0.5143145,-2.2702978,0.12811331,0.3350012,-0.8037015,-1.816126,0.55727684,-1.3048819
GSM3072344,-0.5389663,-0.17506626,-0.49446553,-1.9131048,-0.61277354,1.0046422,0.11887607,-1.8549044,-1.6640401,-1.6623259,-0.11593066,0.14630821,-0.5893475,-1.6938,-0.7536174,-1.12522
GSM3072345,-0.9929582,-0.86430705,-0.8399981,-0.20668311,0.6679942,-1.0811534,0.8194011,-0.62761647,1.1617352,-0.8482975,1.3427621,-0.6831813,-1.2153689,-0.9754609,-0.040078208,0.4623816
GSM3072346,-1.2332287,-1.6553464,0.41231763,0.049777657,-1.2624725,-0.49758145,-0.52109927,-0.03463608,-1.18973,-0.5326624,0.124250844,-0.09625298,-1.093938,-0.6902325,-1.0058609,0.4799525
GSM3072347,0.14149809,0.5069647,-2.4659617,-1.2173238,-0.6318779,-0.35489237,-0.8958719,0.6518255,-0.15821888,-0.24467503,-0.55011237,0.85893196,-0.52787495,-1.42292,0.8364143,0.35445455
GSM3072348,-0.9492409,0.6341059,-0.818877,-0.8835533,-0.5057218,0.35735878,-0.95076156,-0.1268067,1.9831486,-1.7907088,0.86748433,-1.0593294,-1.3961852,-1.7799779,-0.75254387,-0.9798996
GSM3072349,-0.25308204,-0.4428879,-0.42553487,-0.38261104,-1.4430301,-0.73121756,0.2976978,0.24744561,-0.3649633,-0.66687477,0.38992357,-0.590065,-0.6404268,-1.5235534,-0.65300995,0.38880473
CWRU004174_S1,0.037497252,0.6031547,0.6422593,0.023562044,3.6086133,2.0509233,0.20592575,1.6997535,0.84492874,-0.26334235,0.03404832,2.0043478,1.9593652,-0.4762321,0.89708686,0.6258825
CWRU004175_S2,-0.55667603,0.45165855,1.7507968,-0.26797968,3.2422066,1.9305785,-0.2670868,-1.0212419,0.13350862,-0.18280768,-0.014757216,-1.2401273,1.5002892,0.13833153,0.22763604,-0.7707157
CWRU004176_S3,-0.9460353,-0.78367406,-0.09580177,-0.6057386,3.174581,1.735807,-0.8626594,0.49390912,-0.86146,-1.208575,-0.13766545,-0.073859826,-1.4061228,-0.5052762,0.52212965,0.6835292
CWRU004177_S4,-1.7165397,2.6607609,2.8116074,-0.6034953,3.3138485,2.5236187,0.20198025,0.52774954,-1.3204545,-0.43677717,1.8975,0.5471082,1.7315973,-0.6253246,0.13582683,-0.1486114
CWRU004178_S5,-0.56404877,-0.21309704,1.0947669,2.113522,3.0465536,0.8272726,-2.343967,-1.0363137,-0.2988191,0.4179462,2.0083137,-0.2792821,0.6563281,-0.6233189,-0.32211483,0.48245388
CWRU004179_S6,-1.8918289,1.1016865,1.5837519,0.08131386,2.800172,0.62534195,-1.6314383,0.54596263,0.2770421,-1.1652707,-0.6005167,-0.071638614,-0.40185195,-0.6680927,1.6896768,1.6977373
CWRU004180_S7,-1.0503309,0.72343117,1.0786483,-1.2438726,2.2577858,1.949215,-1.386741,-0.1915114,0.79522747,-1.8348627,0.15080932,1.3367783,-1.759478,-0.13828686,0.07691795,-0.08595478
CWRU004181_S8,-1.5204884,-0.38185602,0.8053522,-0.37469986,3.4325576,1.0839825,-0.26997748,1.2838653,0.49756986,0.49467444,-0.146002,0.5479166,-0.5377312,-0.3404661,0.324047,0.7679155
CWRU004182_S9,-1.1020285,-0.52891946,1.5541658,-1.214693,3.1095643,1.1387631,-0.3372653,1.1788597,1.2526327,-1.8138902,-0.5731448,1.2143306,-2.0013857,0.16715679,0.55248713,0.6319459
CWRU004183_S10,-0.7060058,0.664701,1.1554885,0.32935965,4.2645655,1.7970979,0.551955,0.12687176,-0.16752471,-1.4908812,-0.023513854,0.16890019,1.9906006,-0.5047924,1.7659583,-0.8386139
CWRU004184_S11,-0.75380373,1.784331,0.88292485,0.8296664,2.6129863,0.90930307,1.9594443,-1.0511909,-0.71869814,0.5879491,2.1472948,-0.6600586,1.8984139,0.9037848,0.98972714,0.8738452
CWRU004185_S12,0.90355814,-2.009173,1.0065674,0.3707047,3.4440165,-0.27375036,0.47903293,2.0583234,1.6779699,-0.89333296,2.0962493,0.50268215,2.2634192,-1.0022978,-1.0802785,-1.2252357
CWRU004186_S13,-2.8699512,-0.7955518,2.2092304,-0.79301155,3.4246857,0.9476296,-0.84795725,0.15939236,0.39345562,-1.0712636,0.3439388,0.95040536,-1.5395548,-0.6565022,1.5482624,-1.0970556
CWRU004187_S14,-1.8103687,-0.45677352,0.82081264,-0.5836408,3.244916,1.5888638,-1.9240389,0.58970886,0.7376637,-2.400537,0.3749821,0.14534207,-1.3863646,-0.80417216,0.60514563,1.0637681
