SampleID,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,StudyID,RadiationQuality,AbsorbedDose_Gy,TimePostExposure_h,LET_keV_um
GSM3082835,0.097638085,-1.3236005,1.2655239,-0.04896833,-0.753116,-1.2990171,-0.6258862,-0.7417303,0.6694156,-1.1555127,-0.5399872,0.12167589,-1.3385646,-0.9383123,0.25770277,2.5421324,OSD-508,gamma,100.0,24.0,0.2
GSM3082836,-0.45249906,-0.3207303,-1.1306841,0.072470225,0.48763785,0.5557417,-0.5529065,0.37589854,0.21400882,-1.9543831,-0.7673872,0.2686382,0.9587817,-1.0870726,-0.29736376,0.7017882,OSD-508,gamma,100.0,24.0,0.2
GSM3082837,-0.64417064,0.19567445,0.60354143,0.1625506,-1.0542839,-0.75441223,0.015386164,-0.4690789,-1.0200222,-0.5130753,-0.76085365,1.2080053,-2.004485,0.9169839,-0.21473807,-0.28853178,OSD-508,gamma,100.0,0.1666666666666666,0.2
GSM3082838,-0.6867561,2.284052,0.34154922,0.72687066,-1.7679561,-1.637553,-0.15954971,-0.4344106,-0.33729243,-0.3802446,-1.1442306,-0.21544692,-0.040230557,2.4967766,1.5397176,0.2874218,OSD-508,gamma,100.0,0.1666666666666666,0.2
GSM3082839,-0.13570186,0.16922544,0.19208595,-0.066161424,-0.07980847,0.9711818,0.774759,-0.5778121,-0.54148614,-0.16412865,-0.71993625,2.321057,-1.0891352,0.8166819,-1.113821,0.26741832,OSD-508,gamma,100.0,0.3333333333333333,0.2
GSM3082840,0.77883327,0.11611906,0.43041003,-0.3412391,-1.4361602,-0.70467365,0.2619174,-0.4793182,-1.7705095,-1.5237389,-0.39281347,0.14893883,0.0095945,2.0015502,-0.17483413,-1.441158,OSD-508,gamma,100.0,0.3333333333333333,0.2
GSM3082841,1.6967627,0.59328204,0.6724352,0.06721963,0.40754664,0.7062169,-0.14549592,1.2436832,-0.16827554,1.5451474,0.5214467,0.3520195,0.81232786,0.64223236,-0.11880502,0.6899847,OSD-508,gamma,100.0,0.75,0.2
GSM3082842,1.7758744,0.5901322,-1.356097,0.87412405,-0.35533604,-0.30064267,2.1068232,-1.0951469,-0.90226245,0.498003,0.6661391,0.05849612,-0.17455527,1.8517804,-0.84891033,-0.9120496,OSD-508,gamma,100.0,0.75,0.2
GSM3082843,1.0245562,0.4650903,-1.1099192,-0.11966056,-0.23581111,-0.29786807,-1.244391,0.81935966,0.71803015,-0.61603653,0.56225485,0.026113518,-0.09544289,0.8136957,0.35581893,0.51071626,OSD-508,gamma,100.0,1.5,0.2
GSM3082844,1.8938607,2.53015,-1.8630852,-0.23812269,-0.82339305,-1.1738069,-0.3670338,-0.30738613,-0.45895052,-0.29107535,1.2448875,0.12689605,0.7516434,1.4170487,1.3999434,-0.4179735,OSD-508,gamma,100.0,1.5,0.2
GSM3082845,0.15694916,-0.2737793,0.5412308,-0.8670788,-1.8467062,0.07899764,-0.9876221,-0.55390733,-0.63798624,0.22857982,-0.21231015,0.74157864,0.9856832,0.26562327,0.5907711,-0.16467185,OSD-508,gamma,100.0,3.0,0.2
GSM3082846,0.99184275,-0.5049142,-0.5415314,-0.33653355,-0.89333457,0.9738513,-0.22766516,-0.7334448,1.3141763,0.49425274,0.8526952,-1.8650179,1.3563417,1.3114625,0.6192509,-0.42268875,OSD-508,gamma,100.0,3.0,0.2
GSM3082847,-0.91692007,-1.4241481,-1.1509395,-1.4085617,-0.5652158,1.427806,0.33302963,-0.18297115,-0.80875164,-1.065932,-1.7570405,0.75159705,0.014785752,0.18229806,0.404717,0.28083193,OSD-508,gamma,100.0,6.0,0.2
GSM3082848,1.2483292,-0.66555107,0.16563189,-0.637797,-2.1878047,-1.6142218,1.1690274,-1.3672502,0.9846981,-1.5815482,0.7404461,-0.5953471,0.9037984,-1.2467225,-0.47383833,0.37997591,OSD-508,gamma,100.0,6.0,0.2
GSM3082849,-0.55601966,-0.29595575,-0.05715417,-0.39369747,-0.97720325,-0.9404238,-0.26441318,0.19302422,-0.42652735,-1.8513513,-0.9269442,-0.15801714,2.6564407,0.5661531,0.20459217,0.26887277,OSD-508,gamma,100.0,12.0,0.2
GSM3082850,-1.5419294,1.2406945,-0.31367776,0.19788796,-1.178303,-0.80450785,-0.46260747,2.0829332,1.5534252,-0.11102843,0.28328902,0.8477489,2.8421934,-0.11417849,-0.11806095,-0.3320319,OSD-508,gamma,100.0,12.0,0.2
GSM3082851,-1.1386526,0.46815652,0.3450734,1.6183591,-1.166348,0.24268913,1.1035721,-1.0650992,-0.4722077,-0.18730175,0.14955641,2.3799396,2.2171059,0.6421761,0.6922005,-0.2817144,OSD-508,gamma,100.0,24.0,0.2
GSM3082852,-1.456173,0.61608565,0.14583474,-0.19023785,-1.9963901,-1.4214041,-0.3879183,1.2841431,-0.8466582,-1.6948885,0.8358354,0.3751935,0.9152119,-0.043897897,0.95299053,3.5646605,OSD-508,gamma,100.0,24.0,0.2
GSM3082853,-0.24748458,0.22343159,-0.63353246,1.2220473,0.22443298,-2.221199,-0.55725473,-1.0848186,1.1738653,-1.6934959,1.0561733,0.48930788,-1.4598737,-1.5522294,0.77579087,0.4565352,OSD-508,gamma,100.0,24.0,0.2
GSM3082854,-0.34525275,0.8676642,-0.38745993,-0.092917904,0.4053687,1.1622841,-1.3586004,-0.20250426,2.1298835,1.1414604,-0.37493825,1.1585367,0.9127216,0.0028818548,-1.1636457,-0.10860318,OSD-508,gamma,100.0,24.0,0.2
GSM3082855,-0.69421065,0.23681453,1.2552007,1.7887322,-1.6309186,-1.1084629,-0.6060285,0.15796453,-0.8642258,0.38375962,-0.79980016,0.18701069,-0.059632957,1.1225611,1.458283,-0.59857965,OSD-508,gamma,100.0,0.1666666666666666,0.2
GSM3082856,0.42551818,0.7677673,1.3267918,0.13139038,-2.1502523,-0.28696105,0.4554695,-0.17258981,-0.5302147,0.6614851,-0.19083859,0.6034585,-0.3447296,1.6233625,0.91035885,-0.15158601,OSD-508,gamma,100.0,0.1666666666666666,0.2
GSM3082857,-0.5085705,0.56762695,-0.3212273,0.30323339,-1.7470834,-0.5971036,1.218628,-1.2196305,-0.076101765,-0.16017108,-0.15310106,0.58963406,-0.6160975,0.68860656,1.6036735,0.6925187,OSD-508,gamma,100.0,0.3333333333333333,0.2
GSM3082858,0.41890267,0.7568643,0.065280795,0.8173346,-0.5604158,-1.280769,-0.14526075,1.199507,-0.25332057,0.4561574,-0.47417426,-0.6438158,0.5970186,1.9538662,0.5182622,-1.8334165,OSD-508,gamma,100.0,0.3333333333333333,0.2
GSM3082859,2.36758,0.7159266,1.2174544,0.2843152,1.010699,-1.5492698,0.9968425,-1.6478199,-0.28546113,1.3114277,0.70744205,-1.2340181,0.3634992,0.50621796,0.72518295,-1.664657,OSD-508,gamma,100.0,0.75,0.2
GSM3082860,1.2691486,0.14171308,-1.0780847,0.24901396,0.48722157,1.0481123,0.721228,0.5128307,-1.0640789,0.871788,1.1885139,0.04397566,-0.09252894,1.3686827,1.3509569,0.615692,OSD-508,gamma,100.0,0.75,0.2
GSM3082861,2.1218438,-0.7288438,0.72536284,-0.5255873,-0.51916987,0.20091063,0.4939654,-1.6574845,-1.0932503,0.2106783,0.65573364,0.75509757,-0.21576667,0.010763049,1.2009966,-0.2813218,OSD-508,gamma,100.0,1.5,0.2
GSM3082862,1.7431208,-2.0579617,-0.5059223,0.7124367,-0.3658842,0.93929535,-0.48086902,0.7465001,0.58479095,0.16807503,0.4531063,0.87859505,0.8871738,-0.13000163,0.36729652,1.0531961,OSD-508,gamma,100.0,1.5,0.2
GSM3082863,-0.56494105,-1.0383531,0.6150242,2.228091,-0.5031846,0.3536279,-1.329961,-0.48223978,0.40047985,0.87771344,0.996001,-0.83638704,0.8823024,0.53476155,0.6416644,-0.76520723,OSD-508,gamma,100.0,3.0,0.2
GSM3082864,0.9093058,-0.45441717,-0.06501511,-0.5552237,-0.41989216,-0.14003953,-0.58632064,0.0053190216,-0.6323418,-0.26755124,-0.69012773,0.6671827,1.3958406,-0.542246,-0.21300012,2.1499267,OSD-508,gamma,100.0,3.0,0.2
GSM3082865,-0.6995211,0.40591052,-0.011085186,-0.028957408,-1.4820688,-1.2270626,0.17125852,1.6041263,0.6088555,-1.2322636,-1.5350026,-2.4996388,2.0754218,1.4205441,-0.15581352,-2.14329,OSD-508,gamma,100.0,6.0,0.2
GSM3082866,-1.2625855,0.8527748,0.71533203,0.04083699,-0.87510467,-1.6617069,-1.7646832,0.61721015,-2.1041975,-1.2702384,-0.6462351,-0.088470936,2.7588532,-0.49093154,1.6958311,0.42320904,OSD-508,gamma,100.0,6.0,0.2
GSM3082867,-1.3867569,0.0080599785,0.3534583,-1.3257023,-1.8733388,0.35335517,0.55276406,-0.64984435,0.78920805,-0.5184361,0.081783235,0.7744025,1.6781313,-0.81779104,0.91800237,0.6317135,OSD-508,gamma,100.0,12.0,0.2
GSM3082868,-0.6274571,-0.82375026,0.8578138,0.07006472,-1.2525977,-2.0703704,-0.47391865,-0.6249703,0.3199874,-1.2336835,-1.5098674,-0.7071643,1.2420893,1.4907467,-0.22540116,0.7196605,OSD-508,gamma,100.0,12.0,0.2
GSM3082869,0.39438778,0.17684928,-1.0993304,-0.22389904,-2.043676,0.12268016,-0.41104692,0.6372823,-0.13710377,-0.23184794,1.2362473,-0.35659015,1.7537634,0.8151453,0.060460806,1.156241,OSD-508,gamma,100.0,24.0,0.2
GSM3082870,-0.8749232,-0.81051326,0.34219432,-1.0120562,-1.3848188,0.5331238,0.032509387,0.7062434,-0.6227246,-0.71149963,0.07383564,-0.33794603,1.1565558,-0.40442523,1.184795,0.70343137,OSD-508,gamma,100.0,24.0,0.2
GSM3072302,1.2801607,-1.6139166,-0.7713796,0.098280564,0.013893187,-2.182874,-1.4340717,0.27526647,1.421061,-0.27422673,0.2848633,1.293587,-1.9658315,0.85123193,0.66349304,-1.1024792,OSD-510,gamma,100.0,0.3333333333333333,0.2
GSM3072303,0.96429855,1.9926156,-1.0496857,1.1320679,0.100516915,0.87003386,-0.01994124,-0.011921853,-0.19604051,0.17502084,1.9032198,-0.14074948,-1.2628717,2.0497677,0.6649761,0.27776203,OSD-510,gamma,100.0,0.3333333333333333,0.2
GSM3072304,1.5014131,0.72764826,0.42959383,0.90828824,-0.13311504,1.6094894,0.41083747,-0.79952866,0.009430481,-1.374243,-0.645883,-0.63795936,-0.6796316,-0.4591258,-1.0826609,2.4288871,OSD-510,gamma,100.0,1.5,0.2
GSM3072305,1.4215453,0.9005759,0.45310956,0.365256,0.044104844,-0.44384018,-0.13796897,-0.080850646,0.38254416,-0.7207918,-0.28034073,-2.062553,-1.0404515,0.062988885,0.042431712,0.6072788,OSD-510,gamma,100.0,1.5,0.2
GSM3072306,1.8862932,-1.6754111,-0.08451621,-1.0124068,-0.8218305,-1.3422066,0.43339056,0.8910429,0.0928841,-0.12276633,1.3093748,-0.53287065,-0.8325144,0.5606836,-1.0398756,-0.14492545,OSD-510,gamma,100.0,3.0,0.2
GSM3072307,0.77320766,-1.5556118,-1.2094617,-0.7139999,-0.58479464,0.14925161,0.15279013,1.6726601,0.9930571,-1.0244026,-0.77384055,0.66189575,0.01546213,-0.49792182,-0.18340768,0.25069642,OSD-510,gamma,100.0,3.0,0.2
GSM3072308,1.006653,-2.9644935,-0.041602284,-0.47956944,-1.2991781,1.6545255,-1.5607481,0.3389272,-0.24192779,-0.80013764,0.93037546,-1.0698512,-0.36374396,-1.1124774,-0.70421016,-0.90773946,OSD-510,gamma,100.0,6.0,0.2
GSM3072309,1.4072809,0.1866846,-1.009359,-0.7194245,-0.5046314,0.28621942,0.9581696,1.162828,0.35443985,-1.7532052,-1.2091355,-0.8812188,-0.44053012,-0.17243823,-0.5381841,-0.5003793,OSD-510,gamma,100.0,6.0,0.2
GSM3072310,0.08728438,-0.19445705,-1.1433021,-1.246074,-1.3910769,1.1791956,-1.6541162,-0.5393518,-1.1510766,-0.32385704,-0.6493058,-0.8684548,-1.2436265,0.06588483,-0.60721207,0.48417416,OSD-510,gamma,100.0,12.0,0.2
GSM3072311,-0.51508313,1.0312394,-0.3713373,-0.4446427,-0.5470191,-1.4556782,0.51388645,0.24911687,1.0592928,-0.9484571,1.248954,-0.57573676,-1.0447928,-1.9952766,0.63203365,1.5393411,OSD-510,gamma,100.0,12.0,0.2
GSM3072312,-0.78989035,0.4837711,-1.9330187,-1.8153067,-1.2298692,0.46181422,-0.35015452,-1.3234068,-0.22357436,-0.7599195,0.7560476,0.70220095,-0.84094113,0.4905458,-2.2455292,1.2276452,OSD-510,gamma,100.0,24.0,0.2
GSM3072313,0.959931,-0.9041305,-0.77972645,-0.06593867,-1.0419551,0.21900201,-0.53723174,-1.091109,1.6547217,1.180074,-0.38301447,0.349952,1.039699,-0.96152455,-0.3341493,-0.14509583,OSD-510,gamma,100.0,24.0,0.2
GSM3072314,0.752962,-0.6720244,-0.21073654,0.9755631,0.049057007,-1.5958081,-0.14181767,1.8848708,1.2880807,1.5169251,2.2695658,-2.0678341,0.76208997,0.15476328,-1.5479324,0.42781267,OSD-510,gamma,100.0,24.0,0.2
GSM3072315,0.3648878,-0.5671342,-1.6476526,-0.33753908,0.50855744,0.7879724,-0.5785421,0.5135149,-1.8994154,-1.1763196,-0.9877675,-0.76191735,-0.046807617,-0.31343383,-2.2267587,0.53075635,OSD-510,gamma,100.0,24.0,0.2
GSM3072316,1.5315168,-1.5550089,0.48593205,0.14193512,-0.63338006,0.56491375,0.1906881,0.51023006,0.20985335,-1.0123713,-0.6576102,-0.4851017,-0.23899175,-1.0157233,-0.7656351,0.32037777,OSD-510,gamma,100.0,24.0,0.2
GSM3072317,1.0305905,-2.4415262,0.21712482,1.7750809,0.6467673,1.1280026,-1.5279415,-0.37996864,1.1199453,0.4644286,-0.47719237,-0.6640545,-0.16018888,-0.57058084,0.07437229,-0.4159444,OSD-510,gamma,100.0,24.0,0.2
GSM3072318,-1.2908574,1.6600316,-0.9049676,-2.5195556,-0.39176378,-0.5626242,-0.5672694,-2.359366,-0.21249372,0.2828614,-0.54831916,1.3478922,-0.7225479,-2.253077,0.6934162,-0.24321675,OSD-510,gamma,100.0,24.0,0.2
GSM3072319,-0.014104396,-2.85749,-0.34682477,-0.60143065,-1.3161359,1.635653,-0.04124429,-0.8055643,0.26227194,0.38448596,-0.164796,0.84510297,0.083819285,-0.82033104,-0.94874126,-0.15221441,OSD-510,gamma,100.0,24.0,0.2
GSM3072320,0.15152884,-0.91321313,0.9974184,-0.056399792,-0.9794376,0.38747624,-0.20301773,-0.8774039,0.15171571,-0.08922553,-0.078619204,-0.17068088,1.1858082,1.0049489,0.016677678,-1.4349803,OSD-510,gamma,100.0,24.0,0.2
GSM3072321,0.20535357,0.7134723,-0.42379585,-0.36824697,0.1748778,-0.11484341,-0.76491565,-0.103141055,-0.6626548,1.3015221,-0.24515755,-0.622404,0.882078,-1.274003,-0.27450234,-0.34092924,OSD-510,gamma,100.0,24.0,0.2
GSM3072322,-0.7381861,-0.019084664,-0.94359845,-2.3151793,0.45460847,1.1712922,-1.6899124,-0.95857143,-0.6682522,0.3051185,1.4846358,1.0386842,2.0649276,-2.0402741,1.347951,-0.8774016,OSD-510,gamma,100.0,24.0,0.2
GSM3072323,-0.86898863,0.6087295,-1.6955447,0.5361564,-0.67818093,0.8397001,-0.42291027,-0.9360354,-1.0471162,0.1576387,-0.438956,-0.5486809,0.75811476,-0.86150604,-0.08853978,-0.4511108,OSD-510,gamma,100.0,24.0,0.2
GSM3072324,-0.33086127,-0.91139245,-0.4185874,-1.0436354,-1.0041683,0.20617166,0.8110736,0.2410948,0.67345285,-0.20325142,0.655751,-0.6663883,0.16362748,-0.2966972,-0.8408118,-0.973746,OSD-510,gamma,100.0,24.0,0.2
GSM3072325,-0.51239204,-1.0078087,-0.50976413,0.23027939,-0.7256504,1.5729027,-0.4379626,-0.6008458,1.6327482,0.5540267,0.22677013,0.063641846,-1.0832584,-1.0851576,1.2524188,-0.1818197,OSD-510,gamma,100.0,24.0,0.2
GSM3072326,0.177477,0.9013577,-0.6631012,0.914436,0.7248892,-0.71485305,0.9316081,1.6071589,1.1353881,0.09895444,2.1192236,0.083421394,-1.7220936,-0.76061,0.46577007,0.21142924,OSD-510,gamma,100.0,0.3333333333333333,0.2
GSM3072327,2.0718656,-0.35375768,-0.7137108,-0.49531978,-0.37760344,1.456435,-0.6235213,-0.6007135,-0.6588307,1.6087248,-0.38822836,-0.19615199,-0.48923343,1.4049784,1.4447021,-0.48279744,OSD-510,gamma,100.0,0.3333333333333333,0.2
GSM3072328,1.4622267,0.110025235,-0.781639,0.3554586,0.42298228,-0.4680478,0.81485146,0.9215472,1.2932634,1.4401602,0.7286189,0.38054353,0.51727533,0.56510824,-0.7381758,-0.6267881,OSD-510,gamma,100.0,1.5,0.2
GSM3072329,0.32089764,-0.35212103,-0.92232305,-0.35408482,-0.9752699,0.8373716,-0.9254122,-0.9126328,0.34132022,-0.1260196,2.0774224,0.46515572,0.10470669,0.5627874,-0.115502805,-0.011568449,OSD-510,gamma,100.0,1.5,0.2
GSM3072330,1.0682154,-0.98616046,-0.18214683,-1.4367707,-0.122757286,-0.37127838,-0.25934124,-0.2746666,-1.7570074,-1.3615203,-0.58236825,0.2273291,1.1277744,-1.4660882,-0.78606695,-0.30074987,OSD-510,gamma,100.0,3.0,0.2
GSM3072331,-2.0152686,-0.9287824,-0.5569265,0.24115396,-0.2250092,-0.054199986,0.79928946,-1.1403899,-0.36038727,1.9433502,1.7251046,0.882124,-0.22831252,0.7486403,0.014761627,1.0728009,OSD-510,gamma,100.0,3.0,0.2
GSM3072332,-0.2445611,0.23279959,-1.1544107,-2.74093,0.43045592,-0.8763071,-0.8982565,0.63338816,0.7736564,-1.5882376,-0.652509,-0.9171186,0.39865014,0.81727165,0.8882989,0.6829041,OSD-510,gamma,100.0,6.0,0.2
GSM3072333,0.044334978,-1.2582741,0.20738429,0.7693872,-1.1197867,-0.21764831,-1.0133326,-0.024399966,0.49118567,-1.2723166,1.960189,0.5782584,-0.9998652,0.33483034,-0.7542884,0.53957903,OSD-510,gamma,100.0,6.0,0.2
GSM3072334,-0.4488589,-2.0597715,-1.7665299,0.08704203,0.37208092,-0.84547687,-1.157901,-0.15070753,-0.50430167,-0.2045692,0.8483303,-0.445404,-1.1797618,-0.43406102,0.20783608,0.58196807,OSD-510,gamma,100.0,12.0,0.2
GSM3072335,0.07452765,0.36003858,0.41053116,-1.7198095,-1.2078379,0.3579275,-0.13854809,0.3625304,-1.2331579,0.889933,1.3379971,-0.38566995,-0.23218745,-1.5731697,0.2730769,0.16747156,OSD-510,gamma,100.0,12.0,0.2
GSM3072336,0.81526655,-0.019327328,-1.0144804,-0.2666571,-1.0890625,-0.55769515,-0.14043483,-1.067142,-1.5918609,-1.1648523,1.3524297,-0.35702989,1.1225797,-0.62357664,0.575424,0.7009684,OSD-510,gamma,100.0,24.0,0.2
GSM3072337,0.8308637,-0.57961196,-0.73056644,0.52662706,-0.38939783,-1.368849,-1.0629745,-0.7585144,1.3158816,2.6967535,0.3989088,0.09202032,1.2373307,-0.8997766,-0.36252737,-0.28014624,OSD-510,gamma,100.0,24.0,0.2
GSM3072338,1.8004022,-0.40448496,-0.5378225,0.7805258,1.6486942,-0.3378312,0.5486591,0.24585897,0.6255019,0.2088341,0.60719085,0.316567,0.87853616,0.9399006,-0.26170596,-1.7046098,OSD-510,gamma,100.0,24.0,0.2
GSM3072339,0.78968656,-1.4970132,1.2504128,1.845367,-0.09622073,-0.5740014,-0.8022059,1.6589867,0.62321186,0.7590227,-0.8727412,0.1483759,1.1266379,-0.5666006,0.5141596,-0.91415995,OSD-510,gamma,100.0,24.0,0.2
GSM3072340,0.48571086,0.3365298,-1.2790838,0.22159447,-0.8952505,-0.30471545,-0.05238913,-0.6479403,0.030969754,0.3764196,-0.81669676,0.5244673,0.13134727,0.46203777,0.3358199,0.52413696,OSD-510,gamma,100.0,24.0,0.2
GSM3072341,0.3481307,-1.4766096,-0.5004108,0.97149146,-1.1810813,0.10401456,-0.040299132,-0.3962482,-1.0322833,-1.1134045,-0.7406451,0.026410926,0.26652703,-2.2732885,-0.61985993,1.4082177,OSD-510,gamma,100.0,24.0,0.2
GSM3072342,-0.3241538,-0.3859416,-1.5750161,-0.15183184,-0.051465034,-1.4330502,-0.19836101,-0.18159978,-0.7091518,-0.9185214,0.42727077,-0.38637105,-1.2774593,-0.44589406,-0.8566889,0.06095305,OSD-510,gamma,100.0,24.0,0.2
GSM3072343,-0.16845776,1.4617763,-1.5117188,0.5405413,-0.6896499,-1.2120489,-2.2026682,-0.034415036,1.8877019,-0.083240956,1.7489381,0.30757815,-0.2651417,-1.6494648,-1.5383623,0.8903216,OSD-510,gamma,100.0,24.0,0.2
GSM3072344,-1.1169329,-0.36525232,-0.9805006,-0.20482132,0.23472464,-0.386293,0.48322028,0.45751232,1.4589783,-0.41887578,0.42327315,-0.7986372,-0.49075618,-1.0261585,-1.0576189,0.070544004,OSD-510,gamma,100.0,24.0,0.2
GSM3072345,-1.1380613,0.12748206,-0.494468,-1.3470707,-0.8469579,-2.5317845,-0.25362054,0.91178775,3.339061,1.3896468,-0.29463807,-0.39627007,-0.8059334,-1.0153966,-1.1693373,-0.07827279,OSD-510,gamma,100.0,24.0,0.2
GSM3072346,-1.3456888,1.2148521,0.62338483,0.4850213,-0.46538714,-1.5125535,-0.42195648,-0.16635363,-0.76474094,0.39669043,1.442043,-0.8657141,-0.5214085,0.25261277,0.009125143,2.7253737,OSD-510,gamma,100.0,24.0,0.2
GSM3072347,-0.097047865,-0.3431269,0.5185216,-0.23849656,-0.52635,-0.8868285,0.09712602,-1.2044,-0.817361,-1.2767171,-0.9835669,-0.5910029,-1.3589659,-0.51219064,-0.9973289,1.5007924,OSD-510,gamma,100.0,24.0,0.2
GSM3072348,1.0760894,-2.4017448,-0.64997685,-0.42789772,-1.7427154,-1.3983595,-0.8918082,-1.4171867,-0.5779424,-1.5095843,-1.0293074,-0.40289325,-1.072588,-0.82895744,-0.27112097,-1.59992,OSD-510,gamma,100.0,24.0,0.2
GSM3072349,-0.7147646,-1.1802087,-0.24352396,1.1858404,-0.7649641,-0.36128613,1.136373,-1.534213,0.68735605,1.3530475,0.037107512,0.7409857,0.05081421,0.32421428,0.7717213,0.73273504,OSD-510,gamma,100.0,24.0,0.2
CWRU004174_S1,1.0901269,-0.3581245,0.34507668,0.73822296,2.7853858,0.23138523,-0.3217733,1.2185912,-0.8997019,-0.87550354,0.25673744,-0.31882137,1.386669,-0.97003603,1.3335531,-0.16305242,OSD-658,GCR,0.0,3.0,5.0
CWRU004175_S2,0.28001195,-0.41403747,1.5864178,-0.2307623,3.932826,0.77000785,0.33404332,0.33684167,0.5605198,-0.5998908,0.98908484,-0.61313725,2.1237805,0.578048,0.7268625,-0.8955341,OSD-658,GCR,0.0,3.0,5.0
CWRU004176_S3,-0.5477588,0.024659991,1.6283537,-0.20219624,3.712924,2.4430475,-0.5270432,0.6980723,0.8393735,-2.9047813,0.35243505,1.1745462,-1.3263494,0.3073498,-0.07015532,0.2721615,OSD-658,GCR,0.0,3.0,5.0
CWRU004177_S4,-0.89243925,-0.26690763,0.9890043,-1.0115474,3.3872013,1.4836656,1.8708642,0.94729125,-1.20749,0.10126662,0.038804144,-0.3092678,1.3053194,0.664791,-0.9475425,1.6957586,OSD-658,GCR,0.4,3.0,5.0
CWRU004178_S5,-0.89926076,-0.19491053,0.8165975,-0.06431125,3.4811473,1.0677816,-0.7733033,0.045142084,0.3110864,-1.0193188,-0.5548107,-0.34185004,0.81993693,-0.41200018,1.3790872,3.137652,OSD-658,GCR,0.4,3.0,5.0
CWRU004179_S6,-2.3251028,-0.24673215,0.43161148,-0.7502705,2.3196323,0.79187703,-0.078691274,0.8925458,0.3370453,0.010562062,-0.05575189,-1.1421621,-0.24968392,0.6914585,-0.22958645,-0.27833688,OSD-658,GCR,0.4,3.0,5.0
CWRU004180_S7,-1.2054973,1.2089448,-0.49014527,-0.54772353,2.764626,1.1047834,-0.054734603,0.66416836,0.81548226,-1.3946798,0.69246316,-1.0043144,-1.9141473,-1.4771948,0.5712536,-0.53994113,OSD-658,GCR,0.4,3.0,5.0
CWRU004181_S8,-1.8598002,-0.39342415,1.9389498,0.19703743,2.9433136,-0.6203295,1.1349736,0.8477942,-0.4467315,-0.84729123,0.39274344,-0.89849126,-0.47724727,0.23187107,1.3435173,-1.572641,OSD-658,GCR,0.0,3.0,5.0
CWRU004182_S9,-2.294848,-0.54184616,-1.2482414,0.22047961,2.8838687,0.7215564,-0.46609637,-1.1553583,0.15621954,-1.9858603,0.08359264,-0.180621,-1.0645282,-0.7515813,0.8715588,0.7304974,OSD-658,GCR,0.0,3.0,5.0
CWRU004183_S10,-0.12971932,0.64134127,0.9859299,-0.046754897,3.6903675,0.14174092,1.7731235,0.72731876,-0.27118516,-0.8726977,-0.076685846,-0.2476615,1.9439249,-0.5836187,0.96341443,0.7979026,OSD-658,GCR,0.0,3.0,5.0
CWRU004184_S11,-0.093387336,-0.004581213,0.43465123,-1.5165883,2.7310672,2.060188,-0.98000926,-0.38061368,2.0303009,-0.44684732,0.36726937,1.0700171,1.4059414,-1.7440364,-1.8253671,-0.5350572,OSD-658,GCR,0.8,3.0,5.0
CWRU004185_S12,-1.7794805,0.18929994,0.5808166,0.4431969,2.4429357,0.44963664,1.0787295,1.4448085,-0.1513065,-1.5578218,0.60736746,0.29182208,1.6936765,0.031484216,2.5671072,-1.7908801,OSD-658,GCR,0.8,3.0,5.0
CWRU004186_S13,-1.3924905,-0.8219986,-0.01782608,0.290474,4.355109,1.3884522,2.409277,-0.0651409,0.033777893,-1.2432841,1.5867708,0.87014234,-1.095084,-1.0105908,1.6813898,-2.2054167,OSD-658,GCR,0.8,3.0,5.0
CWRU004187_S14,-0.5660026,0.03616561,0.32317305,-1.2982647,2.9934905,1.1298876,0.14102049,-0.4414268,0.16765511,0.677377,0.36134773,-0.6493267,-1.1360309,-0.25040534,0.8874772,0.57163775,OSD-658,GCR,0.8,3.0,5.0
