"gene_id","genotypeMYB3R135-genotypeWILDTYPE","genotypeSOG11-genotypeWILDTYPE","Time_After_Treatment_min10-Time_After_Treatment_min0","Time_After_Treatment_min1440-Time_After_Treatment_min0","Time_After_Treatment_min180-Time_After_Treatment_min0","Time_After_Treatment_min360-Time_After_Treatment_min0","Time_After_Treatment_min4320-Time_After_Treatment_min0","Time_After_Treatment_min45-Time_After_Treatment_min0","Time_After_Treatment_min720-Time_After_Treatment_min0","Time_After_Treatment_min90-Time_After_Treatment_min0","Radiation_Dose_cGy10-Radiation_Dose_cGy0","Radiation_Dose_cGy100-Radiation_Dose_cGy0","Radiation_Dose_cGy10000-Radiation_Dose_cGy0","Radiation_Dose_cGy40-Radiation_Dose_cGy0","Radiation_Dose_cGy80-Radiation_Dose_cGy0"
"AT3G16560","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G16650","Down","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None"
"AT3G16670","None","None","None","None","None","None","None","None","None","None","Down","None","None","None","None"
"AT3G16720","None","None","None","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G16857","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G16860","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G16870","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G16980","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G17130","None","None","None","Up","None","Up","None","Down","Up","None","None","None","None","None","None"
"AT3G17360","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G17520","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G17600","None","None","None","None","None","None","None","None","Up","None","None","None","Down","None","None"
"AT3G17609","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G17690","None","Down","None","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT3G17790","None","None","None","Up","None","Up","None","None","Up","Up","None","None","None","None","None"
"AT3G18000","None","None","Up","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT3G18217","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G18250","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G18290","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G18300","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G18450","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G18485","Up","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G18560","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G18630","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G18773","None","None","None","Down","None","Down","None","None","None","Down","None","None","None","None","None"
"AT3G18900","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G19030","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G19040","None","None","None","Down","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G19150","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G19184","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G19210","None","None","Down","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT3G19270","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G19580","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT3G19615","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G19620","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G19710","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G19920","None","Up","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT3G20110","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G20140","None","None","None","Down","None","None","Down","Down","None","None","None","None","None","None","None"
"AT3G20150","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G20210","None","Up","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT3G20340","None","Up","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G20395","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G20440","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G20470","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G20490","None","Down","Down","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G20760","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G20850","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G21090","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G21150","None","None","None","None","Down","Down","Down","Down","Down","None","None","None","Up","None","None"
"AT3G21310","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G21320","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G21330","None","None","None","None","Up","None","None","None","None","Up","None","None","None","None","None"
"AT3G21351","None","None","None","None","None","None","None","None","None","None","Up","None","None","None","None"
"AT3G21370","None","None","None","None","Down","Down","None","None","None","None","None","None","None","None","None"
"AT3G21500","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G21520","None","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None"
"AT3G21560","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G21620","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G21660","None","None","None","None","None","None","Down","Down","Down","None","None","None","Up","None","None"
"AT3G21680","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G21720","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G21760","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G21850","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G21860","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G21890","None","None","None","None","None","None","None","Down","None","Up","None","None","None","None","None"
"AT3G21950","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G22100","None","None","None","None","None","Up","Up","Up","None","None","None","None","None","None","None"
"AT3G22120","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G22142","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G22231","Up","Up","None","Up","Up","None","Up","None","Up","None","None","None","None","None","None"
"AT3G22235","None","None","None","Up","Up","None","Up","None","Up","None","None","None","None","None","None"
"AT3G22275","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G22460","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G22540","None","None","None","None","None","Up","Up","None","None","None","None","None","None","None","None"
"AT3G22550","None","None","None","Up","None","Up","Up","Down","Up","None","None","None","None","None","None"
"AT3G22600","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT3G22640","None","Up","Down","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G22740","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G22800","None","None","None","Down","None","None","None","None","Down","None","None","None","None","None","None"
"AT3G22830","None","None","Up","None","None","None","Up","None","None","Up","None","None","Down","None","None"
"AT3G22840","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G22860","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G22910","None","None","None","Up","None","None","None","None","None","None","None","Up","Up","None","None"
"AT3G22961","None","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None"
"AT3G23010","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G23060","Down","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G23110","None","None","None","Up","None","None","Up","None","Up","None","None","None","None","None","None"
"AT3G23120","None","None","None","Up","Up","None","Up","None","None","None","None","None","None","None","None"
"AT3G23150","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G23170","None","None","None","None","None","None","Down","Down","None","None","None","None","None","None","None"
"AT3G23180","None","None","None","None","None","None","None","None","None","None","Down","None","None","None","None"
"AT3G23210","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G23230","None","None","None","None","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G23240","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G23250","None","None","Up","None","None","None","None","None","None","Up","Up","Up","Up","None","None"
"AT3G23290","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G23410","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G23550","None","None","None","Down","None","Down","None","None","Down","None","Up","None","None","None","None"
"AT3G23670","None","None","None","None","Down","Down","None","None","None","Down","None","None","None","None","None"
"AT3G23810","None","None","None","None","None","Up","None","Down","Up","None","None","None","None","None","None"
"AT3G23880","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G24230","None","None","None","None","None","None","Up","None","Up","Down","None","None","None","None","None"
"AT3G24300","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G24310","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G24420","None","None","None","None","None","None","Up","Up","None","Up","None","None","None","None","None"
"AT3G24575","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G24780","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G24790","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G24890","None","None","Down","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G24900","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G25011","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT3G25180","None","None","None","Up","Up","Up","None","None","None","None","None","None","None","None","None"
"AT3G25190","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G25250","None","Down","None","None","None","None","None","None","Down","None","Up","Up","Up","None","None"
"AT3G25700","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G25717","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G25760","None","None","None","Down","None","None","Down","Down","Down","None","None","None","Up","None","None"
"AT3G25770","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G25780","None","None","None","None","None","None","Down","None","None","None","Up","Up","None","None","None"
"AT3G25795","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G25820","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G25882","None","None","None","Up","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G25905","None","None","None","Up","None","None","None","Down","Up","None","None","None","None","None","None"
"AT3G25980","Up","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G26050","Up","None","None","None","None","Down","None","None","None","Down","None","None","Down","None","None"
"AT3G26190","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G26200","None","Down","None","None","None","Down","None","None","None","None","None","Up","None","None","None"
"AT3G26220","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G26230","None","None","None","None","None","None","Up","Up","None","None","None","None","None","None","None"
"AT3G26235","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G26280","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G26290","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None","None"
"AT3G26320","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G26350","None","None","None","None","Down","Down","Down","None","None","None","None","None","Up","None","None"
"AT3G26460","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G26500","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT3G26510","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G26740","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G26830","None","None","None","None","None","None","None","Down","None","None","None","Up","Up","None","None"
"AT3G26960","None","None","None","None","None","None","None","Down","Up","Down","None","None","None","None","None"
"AT3G27025","None","None","None","Up","None","None","None","Up","None","Up","None","None","None","None","None"
"AT3G27060","None","Down","Down","Down","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G27070","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G27250","None","Up","None","Up","Up","Up","Up","None","Up","None","None","None","Down","None","None"
"AT3G27330","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G27400","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G27490","None","None","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT3G27620","None","None","None","Up","None","None","Up","None","Up","None","None","None","None","None","None"
"AT3G27630","None","Down","Down","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G27660","Up","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G27710","Up","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G27730","Up","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G27884","None","None","Up","None","None","Up","None","None","Up","None","None","None","Down","None","None"
"AT3G27970","None","Down","Up","Up","None","Up","None","None","None","None","None","None","None","None","None"
"AT3G28070","None","None","None","None","None","Up","None","Down","Up","Down","None","None","None","None","None"
"AT3G28080","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G28130","None","None","None","None","None","Up","None","None","None","Down","None","None","None","None","None"
"AT3G28155","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G28210","None","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None"
"AT3G28220","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G28270","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G28510","None","Down","Down","None","None","None","Up","Down","None","None","None","None","Up","None","None"
"AT3G28540","None","None","None","Up","Up","Up","Up","None","None","None","None","None","None","None","None"
"AT3G28550","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G28580","None","Down","None","Up","None","None","None","Down","None","None","None","None","Up","None","None"
"AT3G28620","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G28740","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G28770","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G28840","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G28857","None","None","None","Up","Up","Up","Up","None","Up","Up","None","None","None","None","None"
"AT3G28890","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G29000","None","Down","None","None","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G29030","None","None","None","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT3G29034","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT3G29240","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G29250","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G29300","None","None","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT3G29340","None","Down","Down","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G29370","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G29430","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G29590","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G29670","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G30460","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G30730","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G30770","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G30775","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G32030","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G32920","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G36659","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G41762","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G42310","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G42725","None","None","None","Up","None","None","None","None","Up","None","None","None","Down","None","None"
"AT3G42850","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G42860","None","Down","Down","Down","None","None","Down","None","Down","None","None","None","Up","None","None"
"AT3G43110","None","None","None","None","None","None","Up","None","Up","None","None","None","None","None","None"
"AT3G43190","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G43210","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G43430","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G43850","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G44050","Up","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44120","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44260","None","None","None","Down","Down","Down","Down","None","Down","None","None","None","Up","None","None"
"AT3G44326","None","None","Up","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G44405","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44435","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G44450","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G44540","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G44550","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G44710","None","None","None","Down","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44805","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44830","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G44860","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G44900","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G44970","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G44990","None","None","None","Up","None","Up","None","Down","Up","Down","None","None","None","None","None"
"AT3G45060","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT3G45070","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G45140","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G45290","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G45300","None","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None"
"AT3G45330","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT3G45490","None","Down","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G45680","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G45730","None","Down","Down","Down","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G45860","None","None","None","Up","Up","None","Up","Up","Up","None","None","None","None","None","None"
"AT3G45970","None","None","None","None","None","Down","Down","None","Down","None","None","None","None","None","None"
"AT3G46080","None","None","None","None","None","None","None","None","Down","None","Up","Up","Up","None","None"
"AT3G46090","None","None","None","Down","Down","Down","Down","Down","Down","Down","None","None","Up","None","None"
"AT3G46230","None","None","None","None","Down","Down","None","Down","Down","Down","None","None","Up","None","None"
"AT3G46270","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G46280","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G46340","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G46370","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G46520","None","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT3G46600","None","None","None","None","None","Down","None","None","Down","None","None","None","Up","None","None"
"AT3G46620","None","None","None","None","None","None","Down","None","None","None","None","None","Up","None","None"
"AT3G46690","None","None","None","None","None","None","None","None","Down","None","None","None","None","None","None"
"AT3G46700","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G46870","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G46880","None","None","None","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT3G46890","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G46900","None","None","None","None","None","None","Up","None","Up","None","None","None","None","None","None"
"AT3G46940","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G46970","None","None","None","None","Up","None","None","None","Up","None","None","None","None","None","None"
"AT3G47030","None","None","Down","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G47050","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G47090","None","None","None","None","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G47160","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G47295","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G47340","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT3G47348","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G47380","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G47420","None","None","None","None","None","None","None","Down","None","Up","None","None","None","None","None"
"AT3G47480","None","None","None","Up","Up","None","Up","None","None","None","None","None","Up","None","None"
"AT3G47540","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G47640","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G47780","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G47830","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G47960","None","None","None","None","None","None","None","Down","None","Down","None","None","None","None","None"
"AT3G47980","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G48080","None","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None"
"AT3G48090","None","None","None","Up","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G48240","None","None","None","Up","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G48320","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G48350","None","None","None","None","None","None","None","None","Up","None","None","None","None","None","None"
"AT3G48360","None","None","None","Down","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G48390","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT3G48450","None","None","None","None","None","None","Down","None","None","None","None","Up","None","None","None"
"AT3G48460","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G48490","None","None","None","Up","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G48520","None","None","None","None","None","None","Down","None","None","Up","Up","Up","None","None","None"
"AT3G48530","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G48640","None","None","None","Up","None","None","Up","None","None","None","None","None","None","None","None"
"AT3G48770","None","Down","Down","None","None","None","None","Down","None","None","None","None","Up","None","None"
"AT3G48790","None","None","None","None","Down","None","None","None","None","None","None","None","None","None","None"
"AT3G48940","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G48960","None","Down","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G49055","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G49110","None","None","Down","None","None","Down","None","Down","Down","None","None","None","Up","None","None"
"AT3G49130","None","None","None","None","None","None","None","None","None","None","None","Up","None","None","None"
"AT3G49160","None","None","None","None","None","Down","None","None","Down","None","None","None","None","None","None"
"AT3G49320","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G49570","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G49580","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None","None"
"AT3G49620","None","None","Down","Down","None","Down","Down","None","Down","None","None","None","Up","None","None"
"AT3G49630","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G49780","None","None","None","None","None","None","None","Up","Down","None","None","None","None","None","None"
"AT3G49790","None","None","None","Down","None","Down","None","Up","Down","None","None","None","None","None","None"
"AT3G49845","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G49950","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G50040","None","None","None","None","Up","None","None","None","None","None","None","None","None","None","None"
"AT3G50060","None","None","Up","None","None","Down","None","None","None","Down","None","None","None","None","None"
"AT3G50190","None","None","None","None","None","Down","None","None","None","None","None","None","None","None","None"
"AT3G50260","None","None","None","Down","None","None","None","None","Down","None","None","Up","None","None","None"
"AT3G50270","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G50300","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G50330","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G50390","None","None","None","Up","None","None","None","None","None","None","None","None","None","None","None"
"AT3G50400","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G50440","None","None","None","None","None","None","None","None","None","Down","None","None","None","None","None"
"AT3G50470","None","None","None","None","None","Down","Up","Up","None","None","None","None","None","None","None"
"AT3G50480","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G50610","None","None","None","None","None","None","None","Down","Up","None","None","None","None","None","None"
"AT3G50760","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G50770","None","None","None","Up","None","Up","None","None","None","None","None","None","None","None","None"
"AT3G50800","None","None","Up","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G50930","None","None","None","None","None","None","None","None","Down","None","None","None","Up","None","None"
"AT3G50970","None","None","Up","None","Up","None","None","None","None","Up","None","Up","None","None","None"
"AT3G50980","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G51000","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G51070","None","None","None","Up","None","None","Up","Up","Up","None","None","None","Down","None","None"
"AT3G51075","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G51180","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G51230","None","None","None","None","None","Down","None","None","None","Down","None","None","Down","None","None"
"AT3G51238","None","None","None","None","None","None","None","Down","None","None","None","None","None","None","None"
"AT3G51240","None","None","None","Up","None","Up","None","Down","None","None","None","None","None","None","None"
"AT3G51280","None","None","None","None","None","None","None","None","None","Down","None","None","Down","None","None"
"AT3G51360","None","None","None","None","None","None","None","None","None","None","Up","Up","None","None","None"
"AT3G51642","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT3G51740","None","None","None","None","None","Down","None","None","None","None","None","None","Down","None","None"
"AT3G51750","None","None","Up","Up","None","Up","Up","None","None","None","None","None","None","None","None"
"AT3G51810","None","Up","None","None","None","None","None","None","None","None","None","None","None","None","None"
"AT3G51840","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G51860","None","None","None","None","None","Up","None","None","None","None","None","None","None","None","None"
"AT3G51890","None","None","None","None","None","None","None","None","None","None","None","None","Up","None","None"
"AT3G51895","None","None","None","Up","None","Up","None","None","Up","None","None","None","None","None","None"
"AT3G51930","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
"AT3G51970","None","None","None","None","None","None","Down","None","None","None","None","None","None","None","None"
"AT3G52060","None","None","None","None","None","None","None","Up","None","None","None","None","None","None","None"
"AT3G52110","None","None","None","None","None","None","None","None","None","None","None","None","Down","None","None"
